study,questionnaire,answer_list,value,label_de,label
soep-is,soep-is-2012-aufwuchs,217+173,4,stimme eher nicht zu,rather disagree
soep-is,soep-is-2012-aufwuchs,217+173,5,stimme ganz und gar nicht zu,totally disagree
soep-is,soep-is-2012-aufwuchs,217+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,218+173,1,stimme voll zu,totally agree
soep-is,soep-is-2012-aufwuchs,218+173,2,stimme eher zu,rather agree
soep-is,soep-is-2012-aufwuchs,218+173,3,weder noch,neither agree nor disagree
soep-is,soep-is-2012-aufwuchs,218+173,4,stimme eher nicht zu,rather disagree
soep-is,soep-is-2012-aufwuchs,218+173,5,stimme ganz und gar nicht zu,totally disagree
soep-is,soep-is-2012-aufwuchs,218+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,219+173,1,sehr gerecht,very fair
soep-is,soep-is-2012-aufwuchs,219+173,2,eher gerecht,rather fair
soep-is,soep-is-2012-aufwuchs,219+173,3,weder gerecht noch ungerecht,neither fair nor unfair
soep-is,soep-is-2012-aufwuchs,219+173,4,eher ungerecht,rather unfair
soep-is,soep-is-2012-aufwuchs,219+173,5,sehr ungerecht,very unfair
soep-is,soep-is-2012-aufwuchs,219+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,22+16,1,Niedriger als 5.000 Euro,less than 5.000 euros
soep-is,soep-is-2012-aufwuchs,22+16,2,Höher als 5.000 Euro,more than 5.000 euros
soep-is,soep-is-2012-aufwuchs,22+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,220+173,1,trifft voll und ganz zu,fully applies
soep-is,soep-is-2012-aufwuchs,220+173,2,trifft teilweise zu,partially  applies
soep-is,soep-is-2012-aufwuchs,220+173,3,trifft überhaupt nicht zu,fully applies
soep-is,soep-is-2012-aufwuchs,220+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,221+173,1,nur eigene Interessen,own interests only
soep-is,soep-is-2012-aufwuchs,221+173,2,eher Interesse der Allgemeinheit,rather the public interest
soep-is,soep-is-2012-aufwuchs,221+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,222+173,1,nur kurzfristige Interessen,short-term interests only
soep-is,soep-is-2012-aufwuchs,222+173,2,eher Interessen künftiger Generationen,rather the interest of future generations
soep-is,soep-is-2012-aufwuchs,222+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,223+,1,1 trifft überhaupt nicht zu,1 Does not apply at all
soep-is,soep-is-2012-aufwuchs,223+,2,2,2
soep-is,soep-is-2012-aufwuchs,223+,3,3,3
soep-is,soep-is-2012-aufwuchs,223+,4,4,4
soep-is,soep-is-2012-aufwuchs,223+,5,5 trifft voll und ganz zu,5 Fully applies
soep-is,soep-is-2012-aufwuchs,223+173,1,1 trifft überhaupt nicht zu,1 Does not apply at all
soep-is,soep-is-2012-aufwuchs,223+173,2,2,2
soep-is,soep-is-2012-aufwuchs,223+173,3,3,3
soep-is,soep-is-2012-aufwuchs,223+173,4,4,4
soep-is,soep-is-2012-aufwuchs,223+173,5,5 trifft voll und ganz zu,5 Fully applies
soep-is,soep-is-2012-aufwuchs,223+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,224+173,1,nie,Never
soep-is,soep-is-2012-aufwuchs,224+173,2,selten,Rarely
soep-is,soep-is-2012-aufwuchs,224+173,3,manchmal,Sometimes
soep-is,soep-is-2012-aufwuchs,224+173,4,oft,Often
soep-is,soep-is-2012-aufwuchs,224+173,5,fast immer,Almost always
soep-is,soep-is-2012-aufwuchs,224+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,225+173,1,sehr klein,very small
soep-is,soep-is-2012-aufwuchs,225+173,2,eher klein,rather small
soep-is,soep-is-2012-aufwuchs,225+173,3,mittelgroß,medium-sized
soep-is,soep-is-2012-aufwuchs,225+173,4,eher groß,rather large
soep-is,soep-is-2012-aufwuchs,225+173,5,sehr groß,very large
soep-is,soep-is-2012-aufwuchs,225+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,226+173,1,1 stimme überhaupt nicht zu,1 Fully disagree
soep-is,soep-is-2012-aufwuchs,226+173,2,2,2
soep-is,soep-is-2012-aufwuchs,226+173,3,3,3
soep-is,soep-is-2012-aufwuchs,226+173,4,4,4
soep-is,soep-is-2012-aufwuchs,226+173,5,5 stimme voll und ganz zu,5 Fully agree
soep-is,soep-is-2012-aufwuchs,226+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,227+173,1,"Nein, nie","No, never"
soep-is,soep-is-2012-aufwuchs,227+173,2,"Ja, selten","Yes, rarely"
soep-is,soep-is-2012-aufwuchs,227+173,3,"Ja, gelegentlich","Yes, sometimes"
soep-is,soep-is-2012-aufwuchs,227+173,4,"Ja, oft","Yes, often"
soep-is,soep-is-2012-aufwuchs,227+173,5,"Ja, fast immer","Yes, almost always"
soep-is,soep-is-2012-aufwuchs,227+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,228+173,1,nie,Never
soep-is,soep-is-2012-aufwuchs,228+173,2,selten,Rarely
soep-is,soep-is-2012-aufwuchs,228+173,3,manchmal,Sometimes
soep-is,soep-is-2012-aufwuchs,228+173,4,oft,Often
soep-is,soep-is-2012-aufwuchs,228+173,5,sehr häufig,Very often
soep-is,soep-is-2012-aufwuchs,228+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,229+173,1,"Nein, nie","No, never"
soep-is,soep-is-2012-aufwuchs,229+173,2,"Ja, selten","Yes, rarely"
soep-is,soep-is-2012-aufwuchs,229+173,3,"Ja, gelegentlich","Yes, occasionally"
soep-is,soep-is-2012-aufwuchs,229+173,4,"Ja, oft","Yes, often "
soep-is,soep-is-2012-aufwuchs,229+173,5,"Ja, sehr häufig","Yes, nearly always"
soep-is,soep-is-2012-aufwuchs,229+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,230+173,1,Ungelernter Arbeiter,Unskilled worker (ungelernt)
soep-is,soep-is-2012-aufwuchs,230+173,2,Angelernter Arbeiter,Semi-skilled worker (angelernt)
soep-is,soep-is-2012-aufwuchs,230+173,3,Gelernter und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter)
soep-is,soep-is-2012-aufwuchs,230+173,4,"Vorarbeiter, Kolonnenführer",Foreman / forewoman (Vorarbeiter / KolonnenfÃ¼hrer)
soep-is,soep-is-2012-aufwuchs,230+173,5,"Meister, Polier",Master craftsperson (Meister / Polierer)
soep-is,soep-is-2012-aufwuchs,230+173,6,Weiß nicht,Don't know
soep-is,soep-is-2012-aufwuchs,230+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,231+173,1,Industrie- und Werkmeister im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position"
soep-is,soep-is-2012-aufwuchs,231+173,2,Angestellter mit einfacher Tätigkeit - ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education
soep-is,soep-is-2012-aufwuchs,231+173,3,Angestellter mit einfacher Tätigkeit - mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education
soep-is,soep-is-2012-aufwuchs,231+173,4,"Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)"
soep-is,soep-is-2012-aufwuchs,231+173,5,"Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)"
soep-is,soep-is-2012-aufwuchs,231+173,6,"Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)"
soep-is,soep-is-2012-aufwuchs,231+173,7,Weiß nicht,Don'<U+0092>t know
soep-is,soep-is-2012-aufwuchs,231+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,232+173,1,"Arbeiterin, auch in der Landwirtschaft","Blue-collar worker, also in agriculture"
soep-is,soep-is-2012-aufwuchs,232+173,2,Angestellte,White-collar worker
soep-is,soep-is-2012-aufwuchs,232+173,3,Beamtin einschließlich Richterin und Berufssoldatin,Civil servant or public administration employee (including judges and professional soldiers)
soep-is,soep-is-2012-aufwuchs,232+173,4,Selbständige beziehungsweise mithelfende Familienangehörige,Self-employed (also those working for a self-employed family member)
soep-is,soep-is-2012-aufwuchs,232+173,5,War nicht erwerbstätig,Was not employed
soep-is,soep-is-2012-aufwuchs,232+173,6,War verstorben,Was deceased
soep-is,soep-is-2012-aufwuchs,232+173,7,Weiß nicht,Don'<U+0092>t know
soep-is,soep-is-2012-aufwuchs,232+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,233+173,1,Industrie- und Werkmeisterin im Angestelltenverhältnis,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position"
soep-is,soep-is-2012-aufwuchs,233+173,2,Angestellte mit einfacher Tätigkeit - ohne Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education
soep-is,soep-is-2012-aufwuchs,233+173,3,Angestellte mit einfacher Tätigkeit - mit Ausbildungsabschluss,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education
soep-is,soep-is-2012-aufwuchs,233+173,4,"Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiterin, Buchhalterin, technische Zeichnerin)","Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)"
soep-is,soep-is-2012-aufwuchs,233+173,5,"Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)","Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)"
soep-is,soep-is-2012-aufwuchs,233+173,6,"Angestellte mit umfassenden Führungsaufgaben (z.B. Direktorin, Geschäftsführerin, Vorstand größerer Betriebe und Verbände)","Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)"
soep-is,soep-is-2012-aufwuchs,233+173,7,Weiß nicht,Don'<U+0092>t know
soep-is,soep-is-2012-aufwuchs,233+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,234+173,1,Selbständige Landwirtin ohne Beschäftigte,Self-employed farmer without employees
soep-is,soep-is-2012-aufwuchs,234+173,2,Selbständige Landwirtin mit Beschäftigte,Self-employed farmer with employees
soep-is,soep-is-2012-aufwuchs,234+173,3,"Freie Berufe, selbständige Akademikerin ohne Beschäftigte",Freelance professional or academic without employees
soep-is,soep-is-2012-aufwuchs,234+173,4,"Freie Berufe, selbständige Akademikerin mit Beschäftigte",Freelance professional or academic with employees
soep-is,soep-is-2012-aufwuchs,234+173,5,Sonstige Selbständige ohne Beschäftigte,Other self-employed professional without employees
soep-is,soep-is-2012-aufwuchs,234+173,6,Sonstige Selbständige mit Beschäftigte,Other self-employed professional with employees
soep-is,soep-is-2012-aufwuchs,234+173,7,Mithelfende Familienangehörige,Assisting self-employed family member
soep-is,soep-is-2012-aufwuchs,234+173,8,Weiß nicht,Don'<U+0092>t know
soep-is,soep-is-2012-aufwuchs,234+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,235+173,1,Ich fühle mich gleich am ersten Tag richtig heimisch,I feel at home at the very first day.
soep-is,soep-is-2012-aufwuchs,235+173,2,Ich fühle mich erst nach einer Eingewöhnungsphase heimisch,I feel at home after a familiarization phase
soep-is,soep-is-2012-aufwuchs,235+173,3,Ich fühle mich auch nach längerer Zeit wie ein Tourist oder Besucher,I feel as a tourist or visitor even after a longer time
soep-is,soep-is-2012-aufwuchs,235+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,236+173,1,Überwiegend in deutscher Sprache,Primarily in German language
soep-is,soep-is-2012-aufwuchs,236+173,2,Überwiegend in der Sprache Ihres Herkunftslandes,Primarily in the language of your country of origin
soep-is,soep-is-2012-aufwuchs,236+173,3,Überwiegend in einer anderen Sprache,Primarily in another language
soep-is,soep-is-2012-aufwuchs,236+173,4,Gleichermaßen in verschiedenen Sprachen,Equally in different languages
soep-is,soep-is-2012-aufwuchs,236+173,5,"Trifft nicht zu, nutze keine dieser Medien.",Does not apply do not use any of these media.
soep-is,soep-is-2012-aufwuchs,236+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,237+173,1,Überhaupt nicht,Not at all
soep-is,soep-is-2012-aufwuchs,237+173,2,Ein Bisschen,A little
soep-is,soep-is-2012-aufwuchs,237+173,3,Etwas,Somewhat
soep-is,soep-is-2012-aufwuchs,237+173,4,Stark,Severely
soep-is,soep-is-2012-aufwuchs,237+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,238+16,1,sehr gering,very low
soep-is,soep-is-2012-aufwuchs,238+16,2,gering,low
soep-is,soep-is-2012-aufwuchs,238+16,3,durchschnittlich,average
soep-is,soep-is-2012-aufwuchs,238+16,4,erhöht,increased
soep-is,soep-is-2012-aufwuchs,238+16,5,stark,high
soep-is,soep-is-2012-aufwuchs,238+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,239+,1,oft,Often
soep-is,soep-is-2012-aufwuchs,239+,2,manchmal,Sometimes
soep-is,soep-is-2012-aufwuchs,239+,3,selten,Rarely
soep-is,soep-is-2012-aufwuchs,239+,4,nie,Never
soep-is,soep-is-2012-aufwuchs,239+,5,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,240+16,1,Überhaupt nicht,Not at all
soep-is,soep-is-2012-aufwuchs,240+16,2,An einzelnen Tagen,Several days
soep-is,soep-is-2012-aufwuchs,240+16,3,An mehr als der Hälfte der Tage,More than half the days
soep-is,soep-is-2012-aufwuchs,240+16,4,Beinahe jeden Tag,Nearly every day
soep-is,soep-is-2012-aufwuchs,240+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,241+16,1,Immer,Always
soep-is,soep-is-2012-aufwuchs,241+16,2,Oft,Often
soep-is,soep-is-2012-aufwuchs,241+16,3,Manchmal,Sometimes
soep-is,soep-is-2012-aufwuchs,241+16,4,selten,Rarely
soep-is,soep-is-2012-aufwuchs,241+16,5,Nie,Never
soep-is,soep-is-2012-aufwuchs,241+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,27+16,1,Sehr selten,Very rarely
soep-is,soep-is-2012-aufwuchs,27+16,2,Selten,Rarely
soep-is,soep-is-2012-aufwuchs,27+16,3,Manchmal,Occasionally
soep-is,soep-is-2012-aufwuchs,27+16,4,Oft,Often
soep-is,soep-is-2012-aufwuchs,27+16,5,Sehr oft,Very often
soep-is,soep-is-2012-aufwuchs,27+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,4+,1,Ja,Yes
soep-is,soep-is-2012-aufwuchs,4+,2,Nein,No
soep-is,soep-is-2012-aufwuchs,4+,9,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,42+16,1,"In der DDR, einschließlich Ostberlin","In East Germany, including East-berlin"
soep-is,soep-is-2012-aufwuchs,42+16,2,"In der Bundesrepublik, einschließlich Westberlin","In West Germany, including West-Berlin"
soep-is,soep-is-2012-aufwuchs,42+16,3,In einem anderen Land,In another country
soep-is,soep-is-2012-aufwuchs,42+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,43+16,1,Diese hier,This one
soep-is,soep-is-2012-aufwuchs,43+16,2,Die andere,The other one
soep-is,soep-is-2012-aufwuchs,43+16,3,Beide Wohnungen etwa zu gleichen Teilen,They're approximately equal
soep-is,soep-is-2012-aufwuchs,43+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,45+16,1,m,male
soep-is,soep-is-2012-aufwuchs,45+16,2,w,female
soep-is,soep-is-2012-aufwuchs,45+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,46+,1,Januar,January
soep-is,soep-is-2012-aufwuchs,46+,2,Februar,February
soep-is,soep-is-2012-aufwuchs,46+,3,März,March
soep-is,soep-is-2012-aufwuchs,46+,4,April,April
soep-is,soep-is-2012-aufwuchs,46+,5,Mai,May
soep-is,soep-is-2012-aufwuchs,46+,6,Juni,June
soep-is,soep-is-2012-aufwuchs,46+,7,Juli,July
soep-is,soep-is-2012-aufwuchs,46+,8,August,August
soep-is,soep-is-2012-aufwuchs,46+,9,September,September
soep-is,soep-is-2012-aufwuchs,46+,10,Oktober,October
soep-is,soep-is-2012-aufwuchs,46+,11,November,November
soep-is,soep-is-2012-aufwuchs,46+,12,Dezember,December
soep-is,soep-is-2012-aufwuchs,469+,1,Ein reines Wohngebiet mit überwiegend Altbauten,
soep-is,soep-is-2012-aufwuchs,469+,2,Ein reines Wohngebiet mit überwiegend Neubauten,
soep-is,soep-is-2012-aufwuchs,469+,3,Ein Mischgebiet mit Wohnungen und Geschäften bzw. Gewerbebetrieben,
soep-is,soep-is-2012-aufwuchs,469+,4,"Ein Geschäftszentrum (Läden, Banken, Verwaltungen) mit wenigen Wohnungen",
soep-is,soep-is-2012-aufwuchs,469+,5,Ein Gewerbe- bzw. Industriegebiet mit wenigen Wohnungen,
soep-is,soep-is-2012-aufwuchs,53+173,1,1 Trifft überhaupt nicht zu,1  Absolutly does not apply
soep-is,soep-is-2012-aufwuchs,53+173,2,2,2
soep-is,soep-is-2012-aufwuchs,53+173,3,3,3
soep-is,soep-is-2012-aufwuchs,53+173,4,4,4
soep-is,soep-is-2012-aufwuchs,53+173,5,5,5
soep-is,soep-is-2012-aufwuchs,53+173,6,6,6
soep-is,soep-is-2012-aufwuchs,53+173,7,7 Trifft voll zu,7  Fully applies
soep-is,soep-is-2012-aufwuchs,53+173,-1,keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,60+16,1,"Ja, Mutterschutz","Yes, maternity leave"
soep-is,soep-is-2012-aufwuchs,60+16,2,"Ja, Elternzeit","Yes, parental leave"
soep-is,soep-is-2012-aufwuchs,60+16,3,Nein,No
soep-is,soep-is-2012-aufwuchs,60+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,61+16,1,Ja,Yes
soep-is,soep-is-2012-aufwuchs,61+16,2,"Nein, noch keinen Abschluss, gehe noch zur Schule","No, I haven't graduated yet, I'm still in school"
soep-is,soep-is-2012-aufwuchs,61+16,3,"Nein, Schule ohne Abschluss verlassen","No, left school without graduation"
soep-is,soep-is-2012-aufwuchs,61+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,62+16,1,In einem Bundesland der Bundesrepublik Deutschland?,In a federal state of the Federal Republic of Germany?
soep-is,soep-is-2012-aufwuchs,62+16,2,In der DDR?,In GDR?
soep-is,soep-is-2012-aufwuchs,62+16,3,In einem anderen Land?,In another country
soep-is,soep-is-2012-aufwuchs,62+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,64+16,1,Abschluss 8. Klasse,Secondary School Degree
soep-is,soep-is-2012-aufwuchs,64+16,2,Abschluss 10. Klasse,Intermediate School Degree
soep-is,soep-is-2012-aufwuchs,64+16,3,Abitur (Hochschulreife),Upper Secondary School Degree
soep-is,soep-is-2012-aufwuchs,64+16,4,Anderer Schulabschluss,Other Degree
soep-is,soep-is-2012-aufwuchs,64+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,65+16,1,Abschluss einer Pflichtschule,"School, with degree"
soep-is,soep-is-2012-aufwuchs,65+16,2,Abschluss einer weiterführenden Schule,Vocational Extension School
soep-is,soep-is-2012-aufwuchs,65+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,66+16,1,Allgemeinbildende Schule,General education / secondary school
soep-is,soep-is-2012-aufwuchs,66+16,2,Berufliche Ausbildung,Vocational training
soep-is,soep-is-2012-aufwuchs,66+16,3,"Hochschule, Fachhochschule",Higher education
soep-is,soep-is-2012-aufwuchs,66+16,4,"Weiterbildung, Umschulung","Further training, Retraining"
soep-is,soep-is-2012-aufwuchs,66+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,7+,1972,1972,1972
soep-is,soep-is-2012-aufwuchs,7+,1973,1973,1973
soep-is,soep-is-2012-aufwuchs,7+,1974,1974,1974
soep-is,soep-is-2012-aufwuchs,7+,1975,1975,1975
soep-is,soep-is-2012-aufwuchs,7+,1976,1976,1976
soep-is,soep-is-2012-aufwuchs,7+,1977,1977,1977
soep-is,soep-is-2012-aufwuchs,7+,1978,1978,1978
soep-is,soep-is-2012-aufwuchs,7+,1979,1979,1979
soep-is,soep-is-2012-aufwuchs,7+,1980,1980,1980
soep-is,soep-is-2012-aufwuchs,7+,98,Nein,No
soep-is,soep-is-2012-aufwuchs,7+,99,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,70+16,1,"Ja, ABM-Stelle","Yes, a job-creation measure (ABM)"
soep-is,soep-is-2012-aufwuchs,70+16,2,"Ja, gemeinnützige Arbeit (1-Euro-Job)","Yes, a „1-Euro Job“ (community work)"
soep-is,soep-is-2012-aufwuchs,70+16,3,Nein,No
soep-is,soep-is-2012-aufwuchs,70+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,71+16,1,"Ja, Mini-Job (bis 400 Euro)","Yes, Mini-Job (up to 400 euros)"
soep-is,soep-is-2012-aufwuchs,71+16,2,"Ja, Midi-Job (401 bis 800 Euro)","Yes, Midi-Job (401 to 800 euros)"
soep-is,soep-is-2012-aufwuchs,71+16,3,Nein,No
soep-is,soep-is-2012-aufwuchs,71+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,72+16,1,"Voll berufstätig, also mindestens 35 Wochenstunden","Employed full-time, at least 35 hours per week"
soep-is,soep-is-2012-aufwuchs,72+16,2,"Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden","Employed part-time, from 20 to 34 hours per week"
soep-is,soep-is-2012-aufwuchs,72+16,3,Geringfügig oder unregelmäßig beschäftigt,In marginal or irregular employment
soep-is,soep-is-2012-aufwuchs,72+16,-1,Keine Angabe,No answer
soep-is,soep-is-2012-aufwuchs,74+16,1,Ungelernte Arbeiter,Unskilled worker (ungelernt)
soep-is,soep-is-2012-aufwuchs,74+16,2,Angelernte Arbeiter,Semi-skilled worker (angelernt)
soep-is,soep-is-2012-aufwuchs,74+16,3,Gelernte und Facharbeiter,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter)
