study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-is,soep-is-2012-aufwuchs,Q38,hdwg1,392,"Wohngeld oder Lastenzuschuss, die nicht im Arbeitslosengeld II oder der Sozialhilfe enthalten sind",,"Housing allowance (Wohngeld oder Lastenzuschuss), if not included in unemployment benefit II / social assistance (Arbeitslosengeld II / der Sozialhilfe)",,cat,129+,,hdwg1,,,,,Q38,,,
soep-is,soep-is-2012-aufwuchs,Q39,,393,Wie viel Kindergeld erhalten Sie oder ein anderes Haushaltsmitglied pro Monat? Den Kinderzuschlag zählen Sie hier bitte nicht dazu.,,How much are you or another household member currently receiving per month in child benefits (Kindergeld)? Please do not include the supplementary child benefit (Kinderzuschlag).,,txt,,,,Q38:HDKG1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q39,,,
soep-is,soep-is-2012-aufwuchs,Q39,hdkg2,393,Euro durchschnittlich im Monat,,Average amount per month: ...euros,,int,,,hdkg2,,,,,Q39,,,
soep-is,soep-is-2012-aufwuchs,Q40,,53,Und für wie viele Kinder erhalten Sie das Kindergeld?,,And for how many children are you receiving child benefits (Kindergeld) for?,,txt,,,,Q38:HDKG1=1,,,,Q40,,,
soep-is,soep-is-2012-aufwuchs,Q40,hdkg3,53,Kinder,,children,,int,,,hdkg3,,,,,Q40,,,
soep-is,soep-is-2012-aufwuchs,Q41,,54,Wie viel Kinderzuschlag erhalten Sie oder ein anderes Haushaltsmitglied pro Monat zusätzlich zum Kindergeld ?,,How much are you or another household member currently receiving per month in supplementary child benefits (Kinderzuschlag) in addition to child benefits (Kindergeld)?,,txt,,,,Q38:HDKZ1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q41,,,
soep-is,soep-is-2012-aufwuchs,Q41,hdkz2,54,Euro durchschnittlich pro Monat,,Average amount per month: ...euros,,int,,,hdkz2,,,,,Q41,,,
soep-is,soep-is-2012-aufwuchs,Q42,,55,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich an Arbeitslosengeld II einschließlich Sozialgeld und Unterkunftskosten erhalten?",,"How much are you or another household member currently receiving per month in unemployment benefit II (Arbeitslosengeld II), including social benefit and accommodation expenses (Sozialgeld, Unterkunftskosten)?",,txt,,,,Q38:HDAG1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q42,,,
soep-is,soep-is-2012-aufwuchs,Q42,hdag2,55,Euro durchschnittlich pro Monat,,Average amount per month: ...euros,,int,,,hdag2,,,,,Q42,,,
soep-is,soep-is-2012-aufwuchs,Q43,,56,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich für Leistungen aus der Pflegeversicherung erhalten?",,How much are you or another household member currently receiving per month for long-term care insurance benefits (Leistungen der Pflegeversicherung)?,,txt,,,,Q38:HDPG1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q43,,,
soep-is,soep-is-2012-aufwuchs,Q43,hdpg2,56,Euro durchschnittlich pro Monat,,Average amount per month: ...euros,,int,,,hdpg2,,,,,Q43,,,
soep-is,soep-is-2012-aufwuchs,Q44,,57,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich als Hilfe zum Lebensunterhalt erhalten?",,What is the amount that you or another household member receive monthly as assistance for livelihood?,,txt,,,,Q38:HDSH1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q44,,,
soep-is,soep-is-2012-aufwuchs,Q44,hdsh2,57,Euro durchschnittlich pro Monat,,Average amount per month: ...euros,,int,,,hdsh2,,,,,Q44,,,
soep-is,soep-is-2012-aufwuchs,Q45,,58,Wie viel Grundsicherung im Alter oder bei Erwerbsminderung erhalten Sie oder ein anderes Haushaltsmitglied pro Monat?,,How much are you or another household member currently receiving per month in basic income support for the elderly / those with reduced earning capacity (Grundsicherung im Alter oder bei Erwerbsminderung)?,,txt,,,,Q38:HDGS1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q45,,,
soep-is,soep-is-2012-aufwuchs,Q45,hdgs2,58,Euro durchschnittlich pro Monat,,Average amount per month: ...euros,,int,,,hdgs2,,,,,Q45,,,
soep-is,soep-is-2012-aufwuchs,Q46,,59,Wie viel Wohngeld oder Lastenzuschuss erhalten Sie oder ein anderes Haushaltsmitglied pro Monat?,,How much housing allowance (Wohngeld oder Lastenzuschuss) are you or another household member currently receiving per month?,,txt,,,,Q38:HDWG1=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe",,Q46,,,
soep-is,soep-is-2012-aufwuchs,Q46,hdwg2,59,Euro durchschnittlich pro Monat,,Average amount per month: ...euros,,int,,,hdwg2,,,,,Q46,,,
soep-is,soep-is-2012-aufwuchs,Q47,,394,"Wenn man mal alle Einkünfte zusammennimmt:
Wie hoch ist das monatliche Haushaltseinkommen aller Haushaltsmitglieder heute?","Bitte geben Sie den monatlichen Netto-Betrag an, also nach Abzug von Steuern und Sozialabgaben. Regelmäßige Zahlungen wie Renten, Wohngeld, Kindergeld, BAföG, Unterhaltszahlungen usw. rechnen Sie bitte dazu!

Falls nicht genau bekannt: Bitte schätzen Sie den monatlichen Betrag.",If you take a look at the total income from all members of the household: how high is the monthly household income today?,"Please state the net monthly income, which means after deductions for taxes and social security. Please include regular income such as pensions, housing allowance, child allowance, grants for higher education support payments, etc. If you do not know the exact amount, please estimate the amount per month.",txt,,,,,,"Researcher Notes:
Nachfrage bei unplausibler Höhe
",,Q47,,,
soep-is,soep-is-2012-aufwuchs,Q47,hnetto,394,Euro im Monat,,Euros per month,,int,,,hnetto,,,,,Q47,,,
soep-is,soep-is-2012-aufwuchs,Q47,2,394,keine Angabe,,No answer,,bin,,,hnetto,,,,,Q47,,,
soep-is,soep-is-2012-aufwuchs,Q47N1,,395,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,18+16,,znettox1,Q47:HNETTO=-1,,"Researcher Notes:
X1=9: ZNETTO=-1",,Q47N1,,,
soep-is,soep-is-2012-aufwuchs,Q47N2,,396,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,19+16,,znettox2,Q47N1;ZNETTOX1=1,,"Researcher Notes:
X2=1:ZNETTO=1
**X2=2:ZNETTO=2
**X2=9:ZNETTO=21",,Q47N2,,,
soep-is,soep-is-2012-aufwuchs,Q47N3,,397,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,20+16,,znettox3,Q47N1;ZNETTOX1=2,,"Researcher Notes:
X3=1:ZNETTO=3
**X3=9:ZNETTO=31",,Q47N3,,,
soep-is,soep-is-2012-aufwuchs,Q47N4,,398,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,21+16,,znettox4,Q47N3;ZNETTOX3=2,,"Researcher Notes:
X4=1:ZNETTO=4
**X4=9:ZNETTO=41",,Q47N4,,,
soep-is,soep-is-2012-aufwuchs,Q47N5,,399,Ist Ihr Haushaltseinkommen ...,,Is your household income...,,cat,22+16,,znettox5,Q47N4;ZNETTOX4=2,,"Researcher Notes:
X5=1:ZNETTO=5
**X5=2:ZNETTO=6
**X5=9:ZNETTO=51",,Q47N5,,,
soep-is,soep-is-2012-aufwuchs,Q48,,400,"Bleibt Ihnen in der Regel monatlich ein gewisser Betrag übrig, den Sie sparen oder zurücklegen können, etwa für größere Anschaffungen, für Notlagen oder zur Vermögensbildung?",,"Do you usually have an amount of money left over at the end of the month that you can
save for larger purchases, emergency expenses or to acquire wealth? If yes, how much?",,cat,1+16,,hspar1,,,"Researcher Notes:
Codierung:
**Var1 = HSPAR1 (ja,nein)
**Var2 = HSPAR2 (open)
**Vorfrage zu Investitionsentscheidung FM
",,Q48,,,
soep-is,soep-is-2012-aufwuchs,Q48,hspar2,400,Welcher Betrag etwa? Etwa Euro im Monat,,What amount? About … euros per month,,int,,,hspar2,,,,,Q48,,,
soep-is,soep-is-2012-aufwuchs,Q24530,,401,Zahlen Sie oder andere Haushaltsmitglieder derzeit Beträge in einen sogenannten Riester- oder Rürup-Vertrag zur privaten Altersvorsorge ein?,,Do you or another household members currently contribute payments to a so-called Riester or Rürup contract to private pension schemes?,,cat,1+16,,fm02,,,"Researcher Notes:
gehört zu Modul Investitionsentscheidungen
",,Q24530,,,
soep-is,soep-is-2012-aufwuchs,Q24531,,402,"Neben den sogenannten Riester- und Rürup-Verträgen gibt es ja noch eine Reihe anderer Formen von vertraglich festgelegter Vermögensbildung: dazu zählen zum Beispiel eine private Rentenversicherung, eine Kapitallebensversicherung (also keine Risikolebensversicherung), eine kombinierte Berufsunfähigkeitsrente mit Lebensversicherungsanteil, Bausparverträge oder andere Verträge zur Vermögensbildung wie regelmäßige Zahlungen in Investmentfonds. Zahlen Sie derzeit einen monatlichen Betrag in einen solchen Vertrag außer Riester- und Rürup-Rente ein?",,"In addition to the so-called Riester and Rürup contracts there are still a number of other forms of contractually fixed asset formation: including, for example, a private pension, an endowment policy (but no term life assurance), a combined vocational disability pension with share of life insurance, building loan contracts or other contracts in asset accumulation as periodic payments in mutual funds. Do you currently pay a monthly amount into such a contract except Riester and Rürup contracts?",,cat,1+16,,fm03,,,"Researcher Notes:
gehört zu Modul Investitionsentscheidungen
",,Q24531,,,
soep-is,soep-is-2012-aufwuchs,Q24532,,403,Wie hoch schätzen Sie den derzeitigen Rückkaufwert dieser Versicherungsverträge bzw. Geldanlagen?,,How high would you estimate the current cash surrender value of insurance contracts or financial investments?,,txt,,,,Q24530:FM02=1 | Q24531:FM03 =1,,,,Q24532,,,
soep-is,soep-is-2012-aufwuchs,Q24532,fm04,403,Euro,,Euros,,int,,,fm04,Q24530:FM02=1 | Q24531:FM03 =1,,,,Q24532,,,
soep-is,soep-is-2012-aufwuchs,Q49,,68,"Gibt es in Ihrem Haushalt jemand, der aus Alters- oder Krankheitsgründen oder wegen einer Behinderung dauernd hilfe- oder pflegebedürftig ist?",,"Does someone in your household need care or assistance on a constant basis due to age, sickness or medical treatment?",,cat,1+16,,hpfleg,,,,,Q49,,,
soep-is,soep-is-2012-aufwuchs,Q50,,404,"Erhält die hilfebedürftige Person Leistungen aus der Pflegeversicherung, und wenn ja, für welche Pflegestufe?",,"Does the person in need of care receive long-term care insurance benefits (Pflegeversicherung), and if so, at what care level (Pflegestufe)?",,cat,130+16,,hpl,Q49;HPFLEG=1,,,,Q50,,,
soep-is,soep-is-2012-aufwuchs,Q51,,405,Nun haben wir ein paar Fragen zu Ihrer Person.,,Now we have a few question about you personally.,,txt,,,q051,Q5;HH=1,,,,Q51,,,
soep-is,soep-is-2012-aufwuchs,Q52,,406,"Zunächst geht es um Ihre Zufriedenheit mit bestimmten Bereichen Ihres Lebens.

Wie zufrieden sind Sie gegenwärtig mit den folgenden Bereichen Ihres Lebens?","Liste 52 vorlegen, Bitte geben Sie für jeden Bereich den Grad Ihrer Zufriedenheit an:
Wenn Sie ganz und gar unzufrieden sind, den Wert ""0"",
wenn Sie ganz und gar zufrieden sind, den Wert ""10"".

Wenn Sie teils zufrieden/teils unzufrieden sind, einen Wert dazwischen.

TNZ trifft nicht zu bei Statement 3 und 5

Wie zufrieden sind Sie ...

",First of all it is about your satisfaction with different areas in your life. How satisfied are you right now with the following areas of your life? How satisfied are you …,"Show list 52. Please indicate for each area your level of satisfaction: If you are totally unhappy use the value "" 0 "", if you are totallly happy use the value ""10"". If you are partly satisfied / partly dissatisfied, use a value in between. TNZ does not apply",txt,,,,,,"Researcher Notes:
bei Item 3 und 5 zusätzlich die Option ""TNZ"" programmieren.
**
**Codierung:
**var1 = 01
**var2 = 20
**var3 = 02
**var4 = 04
**var5 = 05
**var6= 07
**var7= 08
**var8= 13
**
**Items 9-16 nur einblenden, wenn Modul Geneca=1
",,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf01,406,mit Ihrer Gesundheit?,,with your health?,,cat,131+16,,pzuf01,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf20,406,mit Ihrem Schlaf?,,with your sleep?,,cat,131+16,,pzuf20,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf02,406,falls Sie erwerbstätig sind: mit Ihrer Arbeit?,,with your work (if employed)?,,cat,131+132,,pzuf02,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf04,406,mit dem Einkommen Ihres Haushalts?,,with your household income?,,cat,131+16,,pzuf04,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf05,406,mit Ihrem persönlichen Einkommen?,,with your personal income (if employed)?,,cat,131+132,,pzuf05,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf07,406,mit Ihrer Wohnung?,,with your dwelling?,,cat,131+16,,pzuf07,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf08,406,mit Ihrer Freizeit?,,with your leisure time?,,cat,131+16,,pzuf08,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,pzuf13,406,mit Ihrem Familienleben?,,with your family life?,,cat,131+16,,pzuf13,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0101,406,mit Ihrem Freundeskreis?,,with your friends?,,cat,131+16,,gm0101,,,,,Q52A,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0102,406,mit Ihrem Einfluss auf politische Entscheidungen?,,with your influence on political decisions?,,cat,131+16,,gm0102,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0103,406,mit dem Schutz der natürlichen Umwelt?,,with the protection of the natural environment?,,cat,131+16,,gm0103,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0104,406,mit Ihrer persönlichen Bildung?,,with your personal education?,,cat,131+16,,gm0104,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0105,406,mit der Sicherheit Ihrer Wohngegend?,,with the security of your residential area?,,cat,131+16,,gm0105,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0106,406,mit Ihrer Mobilität; mit der Möglichkeit schnell überall hin zu kommen?,,with your mobility; the possibility to get everywhere quickly,,cat,131+16,,gm0106,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0107,406,mit dem sozialen Frieden?,,with the social peace?,,cat,131+16,,gm0107,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q52,gm0108,406,mit Ihrer persönlichen Freiheit?,,with your personal freedom?,,cat,131+16,,gm0108,,,,,Q52B,,,
soep-is,soep-is-2012-aufwuchs,Q53,,407,"Bitte denken Sie an die letzten vier Wochen und sagen mir zu jedem der folgenden Gefühle, ob Sie dieses sehr selten, selten, manchmal, oft oder sehr oft erlebt haben. 

Wie oft haben Sie sich ...",Liste 53 vorlegen,"Thinking back on the last four weeks, please state how often you have experienced each of the following feelings very rarely, rarely, occasionally, often, or very often. How often have you felt...",->Show list 53,txt,,,,,,,,Q53,,,
soep-is,soep-is-2012-aufwuchs,Q53,pgef1,407,...ärgerlich gefühlt?,,...angry?,,cat,27+16,,pgef1,,,,,Q53,,,
soep-is,soep-is-2012-aufwuchs,Q53,pgef2,407,...ängstlich gefühlt?,,...worried?,,cat,27+16,,pgef2,,,,,Q53,,,
soep-is,soep-is-2012-aufwuchs,Q53,pgef3,407,...glücklich gefühlt?,,...happy?,,cat,27+16,,pgef3,,,,,Q53,,,
soep-is,soep-is-2012-aufwuchs,Q53,pgef4,407,...traurig gefühlt?,,...sad?,,cat,27+16,,pgef4,,,,,Q53,,,
soep-is,soep-is-2012-aufwuchs,Q23624,,408,"Wie schätzen Sie sich persönlich ein: Sind Sie im allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden?","Liste 54 vorlegen 

Antworten Sie bitte anhand der folgenden Skala. Der Wert 0 bedeutet: gar nicht risikobereit. Der Wert 10 bedeutet: sehr risikobereit. Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.",How do you see yourself: Are you generally a person who is fully prepared to take risks or do you try to avoid taking risks?,"->Show list 54 Please tick a box on the scale, where the value 0 means: ""risk averse"" and the value 10 means: ""fully prepared to take risks"". You can use the values in between to make your estimate.",cat,133+,,prisk,,,,,Q23624,,,
soep-is,soep-is-2012-aufwuchs,Q23603,,409,"Verschiedenen Menschen sind verschiedene Dinge wichtig. Sind für Sie persönlich die folgenden Dinge heute sehr wichtig, wichtig, weniger wichtig oder ganz unwichtig?",,"Various things can be important for various people. Are the following things currently ... for you? Very important, important, less important or not at all important?",,txt,,,,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich1,409,Sich etwas leisten können,,Afford to buy something for yourself,,cat,134+16,,pwich1,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich2,409,Für andere da sein,,Be there for others,,cat,134+16,,pwich2,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich3,409,Sich selbst verwirklichen,,Be self-fulfilled,,cat,134+16,,pwich3,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich4,409,Erfolg im Beruf haben,,Be successful in ones career,,cat,134+16,,pwich4,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich5,409,Ein eigenes Haus haben,,Own a house,,cat,134+16,,pwich5,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich6,409,Eine glückliche Ehe/ Partnerschaft haben,,Have a happy marriage / relationship,,cat,134+16,,pwich6,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich7,409,Kinder haben,,Have children,,cat,134+16,,pwich7,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich8,409,"Sich politisch, gesellschaftlich einsetzen",,Be politically and/or socially involved,,cat,134+16,,pwich8,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q23603,pwich9,409,"Die Welt sehen, viele Reisen machen",,See the world and/or travel extensively,,cat,134+16,,pwich9,,,,,Q23603,,,
soep-is,soep-is-2012-aufwuchs,Q58,,410,"Einmal ganz allgemein gesprochen: Wie stark interessieren Sie sich für Politik? Sehr stark, stark, nicht so stark oder überhaupt nicht?",,"Generally speaking, how much are you interested in politics? Very interested, moderately interested, not so interested, or completely disinterested?",,cat,135+16,,ppol1,,,,,Q58,,,
soep-is,soep-is-2012-aufwuchs,Q59,,411,"Viele Leute in der Bundesrepublik neigen längere Zeit einer bestimmten Partei zu,
obwohl sie auch ab und zu eine andere Partei wählen.
Wie ist das bei Ihnen: Neigen Sie einer bestimmten Partei in Deutschland zu?",,"Many people in Germany lean towards one party in the long term, even if they occasionally vote for another party. Do you lean towards a particular party?",,cat,1+16,,ppol2,,,,,Q59,,,
soep-is,soep-is-2012-aufwuchs,Q60,,412,Welcher Partei neigen Sie zu?,,Toward which party do you lean?,,cat,136+16,,ppol3,Q59;PPOL2=1,,,,Q60,,,
soep-is,soep-is-2012-aufwuchs,Q60,ppolso,412,"Andere, und zwar:",,"Other, in fact:",,chr,,,ppolso,,,,,Q60,,,
