study,questionnaire,question,item,number,concept,text,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,view_calculated_item,text_de,instruction_de
soep-is,soep-is-2011,Q163,,0,,Is the job part of a job-creation measure (ABM) or is it a so-called 1-Euro Job (community work)?,,q163,cat,"Q161;PERW=2,4",,,,,,605,383,385,,,,"",,,"Handelt es sich um eine ABM-Stelle oder eine gemeinnützige Arbeit, also einen sogenannten 1-Euro-Job?",
soep-is,soep-is-2011,Q164,,0,,Is the job marginal part-time work in accordance with the 400/800-euro rule (Mini-Job / Midi-Job)?,,q164,cat,"Q161;PERW=2,4 & Q162;PAZ12=1",,,,,,606,384,386,,,,"",,,Ist das eine geringfügige Beschäftigung nach der 400- bzw. 800-Euro-Regelung (Mini- bzw. Midi-Job)?,
soep-is,soep-is-2011,Q164b,,0,,What was the last year in which you were employed?,,,txt,,,,,,,607,385,388,,,,,,,In welchem Jahr sind Sie zuletzt erwerbstätig gewesen?,
soep-is,soep-is-2011,Q164b,0,0,,"Does not apply, I have never been employed",,,bin,,,,,,,609,,,,,,,,,"Trifft nicht zu, war nie erwerbstätig",
soep-is,soep-is-2011,Q165c,,0,,"In your last job, were you employed full-time, part-time, or in marginal or irregular employment?",,q165c,cat,,,,,,,610,386,389,,,,"",,,"Waren Sie zuletzt voll berufstätig, teilzeitbeschäftigt oder geringfügig beziehungsweise unregelmäßig erwerbstätig?",
soep-is,soep-is-2011,Q165d,,0,,Was the company you last worked for part of the public sector or th public administration?,,q162,cat,,,,,,,611,388,390,,,,"",,,"Gehörte der Betrieb, in dem Sie zuletzt arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",
soep-is,soep-is-2011,Q164e,,0,,"In which branch of business or industry is your company or institution active for the most part? Please state the branch as exactly as possible, for example, not ""industry"", but ""electronics industry""; not ""trade"", but ""retail trade""; not ""public service"", but ""hospital"".",,,chr,,,,,,,612,389,391,,,,"",,,"In welchem Wirtschaftszweig oder welcher Branche beziehungsweise welchem Dienstleistungsbereich ist das Unternehmen beziehungsweise die Einrichtung überwiegend tätig? Bitte geben Sie die genaue Bezeichnung an, z.B. nicht „Industrie“, sondern „Elektroindustrie“, nicht „Handel“, sondern „Einzelhandel“, nicht „öffentlicher Dienst“, sondern „Krankenhaus“.",
soep-is,soep-is-2011,Q165,,0,,"What position were you last employed in? If you were employed in more than one position, please answer the following questions for your former main position only.",,q165,cat,,,,,,,613,390,392,,,,"",,,"In welcher beruflichen Stellung waren Sie zuletzt beschäftigt? Wenn Sie mehr als eine berufliche Tätigkeit ausübten, beantworten Sie die folgenden Fragen bitte nur für Ihre damalige berufliche Haupttätigkeit!",Liste 165 vorlegen!
soep-is,soep-is-2011,Q165a,,0,,What position were you last employed in? ,,q165a2,cat,,,,,,,614,391,393,,,,"",,,In welcher beruflichen Stellung waren Sie zuletzt beschäftigt?,Liste 165 liegt vor!
soep-is,soep-is-2011,Q165b2,,0,,What kind of last self-employment was it?,,q165b2,cat,,,,,,,615,392,394,,,,"",,,Was für eine Selbständigkeit war das bei Ihrer letzten Tätigkeit?,
soep-is,soep-is-2011,Q165c2,,0,,Approximately how many employees did you have at your last position?,,q165c2,cat,,,,,,,616,393,395,,,,"",,,Wie viele Mitarbeiter hatten Sie bei Ihrer letzten Tätigkeit?,
soep-is,soep-is-2011,Q165d2,,0,,Have you recently worked as ...?,,q165d2,cat,,,,,,,617,394,396,,,,"",,,Waren Sie zuletzt beschäftigt als …?,
soep-is,soep-is-2011,Q165e2,,0,,What position were you last employed in as white-collar worker? ,,q165e2,cat,,,,,,,618,395,397,,,,"",,,In welcher beruflichen Stellung waren Sie zuletzt als Angestellter beschäftigt?,
soep-is,soep-is-2011,Q165f2,,0,,What position were you last employed in as civil servant? ,,q165f2,cat,,,,,,,619,396,398,,,,"",,,In welcher beruflichen Stellung waren Sie zuletzt als Beamter beschäftigt?,
soep-is,soep-is-2011,Q166,,0,,Do you intend to get a job (or start working again) in the future?,,q166,cat,"Q161;PERW=5,6,7,9,99,8 | Q160c.2;palomitlela=1",,,,,,620,397,399,,,,"",,,"Beabsichtigen Sie, in der Zukunft eine Erwerbstätigkeit aufzunehmen?",
soep-is,soep-is-2011,Q167,,0,,Have you actively looked for work within the last four weeks?,,q167,cat,"Q166;PNERW02=2,3,4,9",,,,,,621,398,400,,,,"",,,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,
soep-is,soep-is-2011,Q168,,0,,"If someone offered you an appropriate position right now, could you start working within the next two weeks?",,q168,cat,"Q166;PNERW02=2,3,4,9",,,,,,622,399,401,,,,"",,,"Wenn man Ihnen jetzt eine passende Stelle anbieten würde, könnten Sie dann innerhalb der nächsten zwei Wochen anfangen zu arbeiten?",
soep-is,soep-is-2011,Q169,,0,,"How likely is it that one or more of the following occupational changes will take place in your life within the next two years? Please estimate the probability of such a change on a scale from 0 to 100, where 0 means that a change definitely will not take place, and 100 means that a change definitely will take place. With the values in between 0 and 100 you can estimate the likelihood. That you...",,,txt,"Q166;PNERW02=2,3,4,9",,,,,,623,400,403,,,,,,,"Wie wahrscheinlich ist es, dass innerhalb der nächsten 2 Jahre die folgenden beruflichen Veränderungen für Sie eintreten? Bitte geben Sie die Wahrscheinlichkeit auf einer Skala von 0 bis 100 an. Der Wert ""0""bedeutet: Das wird mit Sicherheit nicht eintreten. Der Wert ""100"" bedeutet: Das wird mit Sicherheit eintreten. Mit den Werten zwischen 0 und 100 können Sie die Wahrscheinlichkeit abstufen. Dass Sie...",Liste 169 vorlegen
soep-is,soep-is-2011,Q169,0,0,,upgrade your qualifications or obtain further training by attending courses or seminars?,,q169,cat,,,,,,,626,,,,,,,,,sich durch Lehrgänge oder Kurse weiterqualifizieren oder fortbilden?,
soep-is,soep-is-2011,Q170,,0,,Have you changed jobs or started a new one since the last interview?,,q170,cat,"Q161;PERW=1,2,3,4",,,,,,627,401,404,,,,"",,,Haben Sie seit dem letzten Interview die Stelle gewechselt oder eine Arbeit neu aufgenommen?,"Bitte auch angeben, wenn Sie nach einer Unterbrechung wieder angefangen haben zu arbeiten!"
soep-is,soep-is-2011,Q171,,0,,What type of occupational change was it?,,q171,cat,Q170;PWEXL1=1,,,,,,628,403,405,,,,"",,,Welche Art von beruflicher Veränderung war das?,"Falls Sie mehrfach die Stelle gewechselt haben,
sagen Sie es bitte für den letzten Wechsel.

-> Liste 171 vorlegen"
soep-is,soep-is-2011,Q172,,0,,"What is your current position/occupation? Please give the exact title. For example, do not write ""clerk"", but ""shipping clerk""; not ""blue-collar worker"", but ""machine metalworker"". If you are engaged in public employment, please give your official title, for example, ""police chief"" or ""Studienrat"". If you are an apprentice or in vocational training, please state the profession associated with your training.",,,chr,"Q161;PERW=1,2,3,4",,,,,,629,404,406,,,,"",,,"Welche berufliche Tätigkeit üben Sie derzeit aus? Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht ""kaufmännische Angestellte"", sondern: ""Speditionskauffrau"", nicht ""Arbeiter"", sondern: ""Maschinenschlosser"". Wenn Sie Beamter sind, geben Sie bitte Ihre Amtsbezeichnung an, z.B. ""Polizeimeister"", oder ""Studienrat"". Wenn Sie Auszubildender sind, geben Sie bitte Ihren Ausbildungsberuf an.",
soep-is,soep-is-2011,Q173,,0,,Do you work for a public sector employer?,,q173,cat,"Q161;PERW=1,2,3,4",,,,,,630,405,407,,,,"",,,"Gehört der Betrieb, in dem Sie arbeiten, zum öffentlichen Dienst?",
soep-is,soep-is-2011,Q174,,0,,"In which branch of business or industry is your company or institution active for the most part? Please state the branch as exactly as possible, for example, not ""industry"", but ""electronics industry""; not ""trade"", but ""retail trade""; not ""public service"", but ""hospital"".",,,chr,"Q161;PERW=1,2,3,4",,,,,,631,406,408,,,,"",,,"In welchem Wirtschaftszweig oder welcher Branche beziehungsweise welchem Dienstleistungsbereich ist das Unternehmen beziehungsweise die Einrichtung überwiegend tätig? Bitte geben Sie die genaue Bezeichnung an, z.B. nicht ""Industrie"", sondern ""Elektroindustrie""; nicht ""Handel"", sondern ""Einzelhandel""; nicht ""öffentlicher Dienst"", sondern ""Krankenhaus"".",
soep-is,soep-is-2011,Q175,,0,,"What is your current occupational status? If you are employed in more than one position, please answer the following questions for your main position only.",,q175,cat,"Q161;PERW=1,2,3,4",,,,,,632,407,409,,,,"",,,"In welcher beruflichen Stellung sind Sie derzeit beschäftigt? Wenn Sie mehr als eine berufliche Tätigkeit ausüben, beantworten Sie die folgenden Fragen bitte nur für Ihre derzeitige berufliche Haupttätigkeit.",Liste 175 vorlegen!
soep-is,soep-is-2011,Q176,,0,,"In your position at work, do you supervise others? In other words, do people work under your direction?",,q176,cat,"Q175;X=1,2,4,9",,,,,,633,408,410,,,,"",,,"Sind Sie anderen bei der Arbeit leitend vorgesetzt, d.h. dass Personen nach Ihren Anweisungen arbeiten?",
soep-is,soep-is-2011,Q177,,0,,In what occupational position are you currently employed as a blue-collar worker?,,q177,cat,,,,,,,634,409,411,,,,"",,,In welcher beruflichen Stellung sind Sie derzeit als Arbeiter beschäftigt?,Liste 175 vorlegen!
soep-is,soep-is-2011,Q178,,0,,In what occupational position are you currently employed as a white-collar worker?,,q178,cat,,,,,,,635,410,412,,,,"",,,In welcher beruflichen Stellung sind Sie derzeit als Angestellter beschäftigt?,Liste 175 vorlegen!
soep-is,soep-is-2011,Q179,,0,,In what occupational position are you currently employed as a civil servant?,,q165f2,cat,,,,,,,636,411,413,,,,"",,,In welcher beruflichen Stellung sind Sie derzeit als Beamter beschäftigt?,Liste 175 vorlegen!
soep-is,soep-is-2011,Q180,,0,,In what occupational position are you currently employed as a civil servant?,,q180,cat,,,,,,,637,412,414,,,,"",,,In welcher beruflichen Stellung sind Sie derzeit als Auszubildender oder Praktikant beschäftigt?,Liste 175 vorlegen!
soep-is,soep-is-2011,Q181,,0,,Since when have you been working for your current employer?,,,txt,"Q175;X=1,2,4,5,9",,,,,,638,413,416,,,,,,,Seit wann sind Sie bei Ihrem jetzigen Arbeitgeber beschäftigt?,"Befragungsmonat ist [aktuellen Monat einblenden/2011], Angabe darf kein späteres Datum ergeben"
soep-is,soep-is-2011,Q181,0,0,,Month,,,int,,,,,,,640,,,,,,,,,Monat,
soep-is,soep-is-2011,Q182,,0,,Is this work temporary or on a contractual basis? (Zeitarbeit / Leiharbeit),,q182,cat,"Q175;X=1,2",,,,,,641,414,417,,,,"",,,Handelt es sich um ein Zeitarbeits- bzw. Leiharbeitsverhältnis?,
soep-is,soep-is-2011,Q183,,0,,Do you have a fixed-term or permanent employment contract?,,q183,cat,"Q175;X=1,2,4,5,9",,,,,,642,416,418,,,,"",,,Haben Sie einen unbefristeten Arbeitsvertrag oder ein befristetes Arbeitsverhältnis?,
soep-is,soep-is-2011,Q184,,0,,Approximately how many people does the company as a whole employ?,,q184,cat,"Q175;X=1,2,4,5,9",,,,,,643,417,419,,,,"",,,"Wie viele Beschäftigte hat das Gesamtunternehmen, für das Sie arbeiten, in etwa?",-> Liste 184 vorlegen
soep-is,soep-is-2011,Q185,,0,,In what occupational position are you currently self-employed?,,q165b2,cat,Q175;X=3,,,,,,644,418,420,,,,"",,,In welcher beruflichen Stellung sind Sie als Selbständiger derzeit beschäftigt?,-> Liste 175 vorlegen
soep-is,soep-is-2011,Q186,,0,,Please specify the number of your employees and staff.,,q165c2,cat,"Q185;PSSTX=1,2,3,9",,,,,,645,419,421,,,,"",,,Bitte benennen Sie die Anzahl Ihrer Mitarbeiter und Angestellten.,
soep-is,soep-is-2011,Q187.1,,0,,What are your contractual working hours without overtime?,,,int,"Q175;X=1,2,4,5,9",,,,,,646,420,423,,,,"",,,Wie viele Wochenstunden beträgt Ihre vereinbarte Arbeitszeit ohne Überstunden?,"Bitte maximal auf eine Stelle nach dem Komma eingeben (z.B. xx.x)!
Bitte Punkt anstatt Komma eingeben!"
soep-is,soep-is-2011,Q187.1,1,0,,No set hours,,,bin,,,,,,,647,,,,,,"",,,keine festgelegte Arbeitszeit,
soep-is,soep-is-2011,Q188,,0,,"How many hours do you actually work per week on average, including any overtime?  If ""self-employed"": How many hours do you work per week on average",,,txt,"Q161;PERW=1,2,3,4",,,,,,648,421,425,,,,,,,Und wie viel beträgt im Durchschnitt Ihre tatsächliche Arbeitszeit pro Woche einschließlich eventueller Überstunden?,"Bitte maximal auf eine Stelle nach dem Komma eingeben (z.B. xx.x)!
Bitte Punkt anstatt Komma eingeben!"
soep-is,soep-is-2011,Q188,0,0,,hours per week,,,int,,,,,,,649,,,,,,,,,Stunden pro Woche,
soep-is,soep-is-2011,Q188b,,0,,"Do you sometimes have to work in the evenings (after 7:00 PM) or nights (after 10:00 PM)? If so, every day, several times a week, once a week or less often?",,,txt,"Q161;PERW=1,2,3,4",,,,,,650,423,427,,,,,,,"Kommt es vor, dass Sie am Abend nach 19.00 Uhr oder nachts nach 22.00 Uhr arbeiten? Wenn ja: täglich, mehrmals in der Woche, wochenweise oder seltener?",Liste 188b vorlegen
soep-is,soep-is-2011,Q188b,0,0,,Nights (10 pm to 6 am),,q18801,cat,,,,,,,652,,,,,,,,,Nachtarbeit von 22.00 bis 6.00 Uhr,
soep-is,soep-is-2011,Q188c,,0,,"Do you ever work weekends? If so, how often?",,,txt,"Q161;PERW=1,2,3,4",,,,,,653,425,429,,,,,,,"Kommt es vor, dass Sie am Wochenende arbeiten? Wenn ja, wie häufig?",Liste 188c vorlegen
soep-is,soep-is-2011,Q188c,0,0,,On Sunday,,q18802,cat,,,,,,,655,,,,,,,,,Am Sonntag,
soep-is,soep-is-2011,Q189,,0,,Do you currently work in the town where you live?,,q189,cat,"Q161;PERW=1,2,3,4,6,7,8",,,,,,656,427,430,,,,"",,,Liegt Ihr derzeitiger Arbeitsplatz an Ihrem Wohnort?,
soep-is,soep-is-2011,Q190,,0,,"How often do you commute from your primary residence to your workplace? Every day, once a week or less often?",,q190,cat,Q189;PWOHN1=2,,,,,,657,429,431,,,,"",,,"Wie oft pendeln Sie von Ihrer Hauptwohnung zu Ihrem Arbeitsplatz? Täglich, wöchentlich oder seltener?",
soep-is,soep-is-2011,Q191,,0,,How far (in kilometers) is it from where you live to where you work?,,,txt,Q189;PWOHN1=2,,,,,,658,430,433,,,,,,,Wie viele Kilometer ist Ihr Arbeitsplatz von Ihrer Wohnung entfernt?,
soep-is,soep-is-2011,Q191,0,0,,,,pwohn4,cat,,,,,,,660,,,,,,,,,Entfernung in km,
soep-is,soep-is-2011,Q192,,0,,"How much did you earn from your work last month? If you had extra income in the last month, e.g.: vacation pay or subsequent payments, please do not accout that. But please include overtime payments.
If you are self-employed, please estimate your monthly income before and after tax. If possible, please state both: your gross income, which means income before tax and social security deductions and your net income, which means income after tax, social security, and unemployment and health insurance deductions.",,,txt,"Q161;PERW=1,2,3,4,6,7,8",,,,,,661,431,435,,,,,,,"Wie hoch war Ihr Arbeitsverdienst im letzten Monat? Wenn Sie im letzten Monat Sonderzahlungen hatten, z.B. Urlaubsgeld oder Nachzahlungen, rechnen Sie diese bitte nicht mit. Entgelt für Überstunden rechnen Sie dagegen mit. Falls Sie selbständig sind: Bitte schätzen Sie ihren monatlichen Gewinn vor und nach Steuern. Bitte geben Sie nach Möglichkeit beides an: den Bruttoverdienst, das heißt Lohn oder Gehalt vor Abzug der Steuern und Sozialversicherung und den Nettoverdienst, das heißt den Betrag nach Abzug von Steuern und Beiträgen zur Renten-, Arbeitslosen- und Krankenversicherung.",Eine Brutto-Angabe ist in der Regel größer als eine Netto-Angabe!
soep-is,soep-is-2011,Q192,0,0,,My net income was ___ euros,,,int,,,,,,,663,,,,,,,,,Der Arbeitsverdienst betrug netto … Euro,
soep-is,soep-is-2011,Q193,,0,,"In addition to main position, household, apprenticeship or as retirees, sometimes people have a side job. Do you have one or more side jobs?",,q193,cat,,,,,,,664,433,436,,,,"",,,"Neben Beruf, HaushaIt, Ausbildung oder als Rentner kann man ja noch Nebentätigkeiten ausüben. Üben Sie eine oder mehrere Nebentätigkeiten aus?",Nicht gemeint ist die schon beschriebene Erwerbstätigkeit!
soep-is,soep-is-2011,Q194,,0,,What was your gross income from this job last month?,,,txt,Q193;PJOB=1,,,,,,665,435,438,,,,,,,Wie hoch war Ihr Bruttoverdienst aus dieser Tätigkeit im letzten Monat?,
soep-is,soep-is-2011,Q194,0,0,,euros,,,int,,,,,,,666,,,,,,,,,Euro,
soep-is,soep-is-2011,Q195,,0,,Is your income from your current job fair from your point of view?,,q195,cat,"Q161;PERW=1,2,3,4,6,7,8",,,,,,667,436,439,,,,"",,,"Ist das Einkommen, das Sie in Ihrer jetzigen Stelle verdienen, aus Ihrer Sicht gerecht?",
