study,questionnaire,concept,question,item,number,text_de,text,instruction_de,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,,,label_de,,,,,
soep-is,soep-is-2012-haupt,hm09,Q17,,17,"Sind im Mietpreis andere Umlagen, z.B. für Wasser oder Müllabfuhr, teilweise oder ganz enthalten?","Are other costs partially or entirely included in the rent, for example for water, garbage removal, etc.",,,hm09,cat,Q15:HM04=1,,Shared Costs: Already in Rent ?,,,,26,806,808,Q17 | HM09 | Umlagen im Mietpreis,hm09,Single coded,,,,,Umlagen im Mietpreis,hm09,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q18,,18,Und in welcher Höhe sind diese Umlagen im Mietpreis enthalten?,And to what extent are these contributions included in the rent?,,,,txt,"Q17;hm09=1,2",,"Shared Costs: Water, Electricity etc",,,,27,807,809,Q18 | HM10 | Wenn ja/Euro,hm10,Single coded,,,,,Umlagen im Mietpreis - Höhe,,,,,
soep-is,soep-is-2012-haupt,hm10,Q18,hm10,18,Euro im Monat,Euro per month,,,,int,"Q17;hm09=1,2",,"Shared Costs: Water, Electricity etc Amount",,,,27,807,809,Q18 | HM10 | Wenn ja/Euro,hm10,Single coded,,,,,Umlagen im Mietpreis - Höhe- Euro im Monat,hm10,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hm11,Q18,hm11,18,Weiß nicht,Don't know,,,,bin,"Q17;hm09=1,2",,"Shared Costs: Water, Electricity etc Amount/dont know",,,,27,807,809,Q18 | HM10 | Wenn ja/Euro,hm10,Single coded,,,,,Umlagen im Mietpreis - Höhe - Weiß nicht,hm11,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hzahl,Q19,,19,Können Sie die Miete für Ihre Wohnung ohne Probleme zahlen?,Are you able to pay the rent without any difficulty?,,,hzahl,cat,Q15:HM04=1,,"Able To Pay Rent, Mortgage On Time",,,,28,808,810,Q19 | HZAHL | Miete ohne Probleme zahlen,hzahl,Single coded,,,,,Miete ohne Probleme zahlen,hzahl,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,he01,Q20,,20,Haben Sie für diese selbstgenutzte Wohnung beziehungsweise dieses selbstgenutzte Haus noch finanzielle Belastungen aus der Abzahlung von Hypotheken oder Bauspardarlehen?,"Do you still have financial obligations, for example loans or a mortgage, for this house or flat in which you live?",,,he01,cat,Q15:HM04=3,,Financial Obligations for House/Flat (Homeowner),,,,29,809,811,Q20 | HE01 | Finanzielle Belastung,he01,Single coded,,,,,Tilgung und Zinsen/Eigentuemer,he01,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,he02,Q21,,21,"Wie hoch ist der monatliche Betrag für Tilgung und Zinsen, den Sie für dieses Darlehen zu leisten haben?",How high are the monthly loan or mortgage payments including interest for this loan or mortgage?,Falls Betrag nicht genau bekannt: bitte schätzen!,"If you don't know the exact amount, please estimate!",,int,Q20;HE01=1,,"Monthly Amount, Financial Obligations for House/Flat (Homeowner)",,,,30,810,812,Q21 | HE02 | Höhe der Belastung,he02,Numeric,,,,,Höhe monatlicher Zinsen und Tilgung/Eigentuemer,he02,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hzahl1,Q22,,22,Können Sie die Tilgung beziehungsweise Zinsen für Ihr Wohnungseigentum ohne Probleme zahlen?,Are you able to pay the mortgage/interest payments without any difficulty?,,,hzahl1,cat,Q20;HE01=1,,Able to Pay Financial Obligations for House/Flat Without Difficulty (Homeowner),,,,31,811,813,Q22 | HZAHL1 | Zahlung Zinsen Wohneigentum,hzahl1,Single coded,,,,,Zahlung Zinsen Wohneigentum ohne Probleme,hzahl1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,he03,Q23,,23,"Wie hoch waren die Instandhaltungskosten für diese Wohnung beziehungsweise dieses Haus, die Ihnen im Jahr 2011 entstanden sind?","How high were the maintenance costs for this flat / house in the last calendar year, 2011?","Falls Betrag nicht genau bekannt: bitte schätzen!

Wenn Sie erst 2012 Eigentümer dieser Wohnung geworden sind, geben Sie bitte ""0"" ein.","If you don't know the exact amount, please estimate! If you have become the owner of this property in 2012, please enter ""0"".",,int,Q14;HM01=3,,Maintenance Costs Last Year (Homeowner),,,,32,812,814,Q23 | HE03 | Instandhaltungskosten in 2011,he03,Numeric,,,,,Instandhaltungskosten in 2011,he03,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q24,,24,"Und wie hoch waren 2011 die Kosten für Wasser, Müllabfuhr, Straßenreinigung usw.?","And what were the costs of water, garbage removal, street cleaning, etc. in 2011?","Falls Betrag nicht genau bekannt: bitte schätzen!
 
Wenn Sie erst 2012 Eigentümer dieser Wohnung geworden sind, geben Sie bitte ""0"" ein.","If you don't know the exact amount, please estimate! If you have become the owner of this property in 2012, please enter ""0"".",,txt,Q14;HM01=3,,Other costs (Homeowner),,,,33,813,815,Q24 | HE05 | Andere Kosten,he05,Numeric,,,,,Andere Kosten,he05,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,he05,Q24,he05,24,Euro im Jahr,Euro per year,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,he06,Q25,,25,"Zahlen Sie Wohngeld, also Umlagekosten für die Hausverwaltung usw.?",Do you pay fees for the management or maintenance of the building,,,he06,cat,Q14;HM01=3,,Shared Costs (Homeowner),,,,34,814,816,Q25 | HE06 | Wohngeld,he06,Single coded,,,,,Umlagekosten (Eigentümer),he06,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q26,,26,Wie viel Wohngeld müssen Sie pro Monat entrichten?,How much do you pay per month in management / maintenance fees?,,,,txt,Q25;HE06=1,,Amount Shared Costs (Homeowner),,,,35,815,817,Q26 | HE07 | Betrag Wohngeld,he07,Numeric,,,,,Umlagekosten (Eigentümer) – Betrag,he07,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,he07,Q26,he07,26,Euro pro Monat,Euro per month,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,hverm1,Q27,,27,Hatten Sie oder jemand anderer in Ihrem Haushalt im Jahr 2011 Einnahmen aus Vermietung oder Verpachtung von Grund- oder Hausbesitz?,Did you or someone in your household receive income from letting or leasing land or house / flat in year 2011?,"Gemeint sind tatsächliche Einnahmen, nicht der steuerliche Wert für Eigennutzung.","What is referred to by this is the actual income, not the tax value for own use.",hverm1,cat,,,Income from renting out,,,,36,816,818,Q27 | HVERM1 | Einnahmen aus Vermietung etc.,hverm1,Single coded,,,,,Einnahmen aus Vermietung etc.,hverm1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q28,,28,"Wie hoch waren die Gesamteinnahmen aus Vermietung und Verpachtung
im Jahr 2011 ungefähr?",About how high was the total income from renting out or leasing out in year 2011?,Bitte geben Sie den Bruttobetrag einschließlich Umlagezahlungen an.,"Please state the gross amount including
funds put aside for future use/
maintenance/renovations.",,txt,Q27;HVERM1=1,,Total income from renting out,,,,37,817,819,Q28 | HVERM2 | Gesamteinnahmen aus Vermietung,hverm2,Numeric,,,,,Gesamteinnahmen aus Vermietung,hverm2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hverm2,Q28,hverm2,28,Euro im Jahr 2011,Euro in 2011,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,hverm3,Q29,,29,"Welche Ausgaben für die vermieteten oder verpachteten Objekte standen dem im Jahr 2011 ungefähr gegenüber?
Geben Sie bitte zunächst die Ausgaben für Betriebs- und Instandhaltungskosten an.",What costs did you have for the objects you rented out in the year 2011? Please state for maintenance and repair costs first.,,,,int,Q27;HVERM1=1,,Maintenance and repair costs,,,,38,818,820,Q29 | HVERM3 | Betriebs- und Instandhaltungskosten,hverm3,Numeric,,,,,Betriebs- und Instandhaltungskosten,hverm3,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q30,,30,Welche Tilgungszahlungen und Zinsen für Hypotheken oder Bauspardarlehen mussten Sie im Jahr 2011 für die vermieteten oder verpachteten Objekte aufbringen?,"What loan, mortgage and interest payments did you needed to set aside for the objects you rented out in the year 2010?",,,,txt,Q27;HVERM1=1,,"Loan, mortgage and interest payments",,,,39,819,821,Q30 | HVERM4 | Tilgung und Zinsen,hverm4,Numeric,,,,,Tilgung und Zinsen,hverm4,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hverm4,Q30,hverm4,30,Tilgung und Zinsen … Euro im Jahr 2011,Interest and redemption payments on the loan … Euro in 2011,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,hkred1,Q31,,31,"Müssen Sie oder ein anderes Haushaltsmitglied derzeit Rückzahlungen und Zinsen für Kredite leisten, die Sie für Anschaffungen oder sonstige Ausgaben aufgenommen haben?",Are you or is someone else in your household currently paying back loans and interest for large purchases or other expenditures?,"Nicht gemeint sind hier Tilgung und Zinsen für Hypotheken oder Bauspar-Darlehen, die Sie vorher schon angegeben haben.","Please do not include loan, mortgage or interest payments which you have already stated in previous questions.",hkred1,cat,,,Credit Debts,,,,40,820,822,Q31 | HKRED1 | Rückzahlung für Kredite,hkred1,Single coded,,,,,Rückzahlung für Kredite,hkred1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q32,,32,"Wie hoch ist der monatliche Betrag, der für die Rückzahlung dieser Kredite einschließlich Zinsen verwendet wird?","How high is the monthly rate, including interests that you pay on these loans?",Falls nicht genau bekannt: bitte schätzen!,"If you don't know the exact amount, please estimate!",,txt,Q31;HKRED1=1,,Amount monthly credit debts,,,,41,821,823,Q32 | HKRED2 | Betrag für Kredite,hkred2,Numeric,,,,,Betrag für Kredite,hkred2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hkred2,Q32,hkred2,32,Kredit-Rückzahlung (einschließlich Zinsen) … Euro pro Monat,"Oonthly rate, including interests … Euro per month",,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,hwa,Q33,,33,Besaßen Sie oder andere Personen im Haushalt im Jahr 2011 eine oder mehrere Wertanlagen?,Did you or another member of the household own any of the following savings or investment securities in the year 2011?,"Dazu zählen Sparbuch und Spargirokonto, Tagesgeldkonten, Bausparverträge, Lebensversicherungen, festverzinsliche Wertpapiere wie Sparbriefe, Pfandbriefe und Bundesschatzbriefe, andere Wertpapiere wie Aktien, Fonds, Anleihen und Optionsscheine, aber auch Betriebsvermögen.","Those include savings accounts, savings contracts for building a home, life insurances, fixed interest securities like saving bonds, mortage bonds and federal savings bonds, other securities
like stocks, funds, bonds and equity warrant, but also company assets.",hwa,cat,,,Savings Or Investment Securities in HH,,,,42,822,824,Q33 | HWA | Wertanlagen im HH?,hwa,Single coded,,,,,Wertanlagen im HH?,hwa,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q34,,34,"Wie hoch waren, alles in allem, die Einnahmen aus Zinsen, Dividenden und Gewinnen aus allen Ihren Wertanlagen im Jahr 2011?","How high was your total income from interest, dividends and profits from all investments in the year 2011?",,,,txt,Q33;HWA=1,,Income from Interests,,,,43,823,825,Q34 | HZINS1 | Einnahmen aus Zinsen in 2011,hzins1,Single coded,,,,,Einnahmen aus Zinsen in 2011,,,,,
soep-is,soep-is-2012-haupt,hzins1,Q34,hzins1,34,Euro im Jahr 2011:,Euros in year 2011,,,,int,,,"Income from Interests, Euro",,,,,,,,,,,,,,"Einnahmen aus Zinsen in 2011, Euro",hzins1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hzins1,Q34,2,34,Kann ich nicht sagen,I can not tell ,,,,bin,,,"Income from Interests, Can not tell",,,,,,,,,,,,,,"Einnahmen aus Zinsen in 2011, Kann ich nicht sagen",hzins1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hzins2,Q35,,35,Bitte schätzen Sie den Betrag anhand der folgenden Kategorien.,Please estimate the exact amount according to the following categories,Bitte Liste 35 vorlegen!,Please show list 35!,hzins2,cat,Q34:HZINS1=2,,"Income from Interests, Estimating Amount by Categories",,,,44,824,826,Q35 | HZINS2 | Betrag schätzen,hzins2,Single coded,,,,,Einnahmen aus Zinsen 2011 - Betrag schätzen,hzins2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hverm7,Q3502,,3502,"Wenn Sie einmal überschlägig das gesamte Vermögen dieses Haushalts zusammenrechnen (Geld- und Sachvermögen einschließlich des selbstgenutzen und vermieteten Wohneigentums), wie hoch schätzen Sie den Gesamtwert?","Once you roughly sum up the entire assets of this household (monetary and tangible assets, including owner-occupied or rented-out residential property), how high do you estimate the total value?","Bitte Liste 3502 vorlegen!

Geben Sie bitte die zutreffende Größenordnung an. 
Eventuell aufgenommene Hypotheken, Darlehen oder Kredite sind abzuziehen. ","Please show list 3502!

Please specify the correct dimension.
Eventually borrowed mortgages, loans or credits have to be deducted.",hverm7,cat,,,HH Gross Overall Wealth ,,,,45,825,827,Q3502 | HVERM7 | Gesamtvermögen,hverm7,Single coded,,35,,,Gesamtvermögen,hverm7,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q36,,36,Erhalten Sie oder ein anderes Haushaltsmitglied derzeit eine der folgenden staatlichen Leistungen?,Do you or one of the members of your household currently receive any of the following governmental benefits?,,,,txt,,,Currently Receiving Governmental Benefits,,,,46,826,835,Q36 | HD X | Erhalt staatlicher Leistungen,hd x,Matrix,,,,,,,,,,
soep-is,soep-is-2012-haupt,hdkg1,Q36,hdkg1,36,Kindergeld,Child benefit (Kindergeld),,,hd x,cat,,,Currently Receiving Child Benefit,,,,47,,,,,,,,,,Erhalt staatlicher Leistungen - Kindergeld,hdkg1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdkz1,Q36,hdkz1,36,"Kinderzuschlag, also zusätzlich zum Kindergeld beantragte Leistung für Geringverdiener","Supplementary child benefit (""Kinderzuschlag"" which is paid to low-income earners in addition to the child allowance, ""Kindergeld"")",,,hd x,cat,,,Currently Receiving  Supplementary Child Benefit ,,,,48,,,,,,,,,,Erhalt staatlicher Leistungen - Kinderzuschlag,hdkz1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdag1,Q36,hdag1,36,Arbeitslosengeld II einschließlich Sozialgeld und Unterkunftskosten,"Unemployment benefit II including social benefit and costs of housing (""Arbeitslosengeld II einschließlich Sozialgeld und Unterkunftskosten"")",,,hd x,cat,,,Currently Receiving Unemployment benefit II,,,,49,,,,,,,,,,Erhalt staatlicher Leistungen - Arbeitslosengeld II,hdag1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdpg1,Q36,hdpg1,36,Leistungen der Pflegeversicherung,"Support for care of sick family members (""Leistungen der Pflegeversicherung"")",,,hd x,cat,,,Currently Receiving  Care Insurance Benefits,,,,50,,,,,,,,,,Erhalt staatlicher Leistungen - Pflegeversicherung,hdpg1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdsh1,Q36,hdsh1,36,Laufende Hilfe zum Lebensunterhalt oder Hilfe in besonderen Lebenslagen,"Regular support for living costs /
Support for special situations (""Laufende Hilfe zum Lebensunterhalt / Hilfe in besonderen Lebenslagen"")",,,hd x,cat,,,Currently Receiving  Support for Living Costs,,,,51,,,,,,,,,,Erhalt staatlicher Leistungen - Hilfe zum Lebensunterhalt,hdsh1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdgs1,Q36,hdgs1,36,Grundsicherung im Alter und bei Erwerbsminderung,Basic income support for the elderly / those with reduced earning capacity (Grundsicherung im Alter und bei Erwerbsminderung),,,hd x,cat,,,Currently Receiving Basic Income Support,,,,52,,,,,,,,,,Erhalt staatlicher Leistungen - Grundsicherung,hdgs1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdwg1,Q36,hdwg1,36,"Wohngeld oder Lastenzuschuss, die nicht im Arbeitslosengeld II oder der Sozialhilfe enthalten sind","Housing allowance (Wohngeld oder Lastenzuschuss), if not included in unemployment benefit II / social assistance (Arbeitslosengeld II / der Sozialhilfe)",,,hd x,cat,,,Currently Receiving Housing Allowance,,,,53,,,,,,,,,,Erhalt staatlicher Leistungen - Wohngeld,hdwg1,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,,Q37,,37,"Wie viel Kindergeld erhalten Sie oder ein anderes Haushaltsmitglied pro Monat? <if ""Kinderzuschlag"" in Vorfrage> Den Kinderzuschlag zählen Sie hier bitte nicht dazu.",How much are you or another household member currently receiving per month in child benefits (Kindergeld)? Please do not include the supplementary child benefit (Kinderzuschlag).,,,,txt,Q36:hdkg1=1,,Amount of Child Benefits,,,,54,827,836,Q37 | HDKG2 | Betrag Kindergeld,hdkg2,Numeric,,,,,Betrag Kindergeld,hdkg2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdkg2,Q37,hdkg2,37,Euro durchschnittlich pro Monat,Euro per month on average,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q38,,38,Und für wie viele Kinder erhalten Sie das Kindergeld?,And for how many children are you receiving child benefits (Kindergeld) for?,,,,txt,Q36:hdkg1=1,,Number of Children / Child Benefits,,,,55,835,837,Q38 | HDKG3 | Anzahl der Kinder/Kindergeld,hdkg3,Numeric,,,,,Anzahl der Kinder/Kindergeld,hdkg3,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdkg3,Q38,hdkg3,38,Kinder,Children,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q39,,39,Wie viel Kinderzuschlag erhalten Sie oder ein anderes Haushaltsmitglied pro Monat zusätzlich zum Kindergeld ?,How much are you or another household member currently receiving per month in supplementary child benefits (Kinderzuschlag) in addition to child benefits (Kindergeld)?,,,,txt,Q36:hdkz1=1,,Amount of Supplementary Child Benefits,,,,56,836,838,Q39 | HDKZ2 | Betrag Kinderzuschlag,hdkz2,Numeric,,,,,Betrag Kinderzuschlag,hdkz2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdkz2,Q39,hdkz2,39,Euro durchschnittlich pro Monat,Euro per month on average,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q40,,40,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich an Arbeitslosengeld II einschließlich Sozialgeld und Unterkunftskosten erhalten?","How much are you or another household member currently receiving per month in unemployment benefit II (Arbeitslosengeld II), including social benefit and accommodation expenses (Sozialgeld, Unterkunftskosten)?",,,,txt,Q36:hdag1=1,,Amount of Unemployment Benefit II,,,,57,837,839,Q40 | HDAG2 | Betrag Arbeitslosengeld II,hdag2,Numeric,,,,,Betrag Arbeitslosengeld II,hdag2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdag2,Q40,hdag2,40,Euro durchschnittlich pro Monat,Euro per month on average,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q41,,41,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich für Leistungen aus der Pflegeversicherung erhalten?",How much are you or another household member currently receiving per month for long-term care insurance benefits (Leistungen der Pflegeversicherung)?,,,,txt,Q36:hdpg1=1,,Amount of Long-term Care Insurance Benefits,,,,58,838,840,Q41 | HDPG2 | Betrag Pflegeversicherung,hdpg2,Numeric,,,,,Betrag Pflegeversicherung,hdpg2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdpg2,Q41,hdpg2,41,Euro durchschnittlich pro Monat,Euro per month on average,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q42,,42,"Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich als Hilfe zum Lebensunterhalt erhalten?",What is the amount that you or another household member receive monthly as assistance for livelihood?,,,,txt,Q36:hdsh1=1,,Amount of Assistance for Livelihood,,,,59,839,841,Q42 | HDSH2 | Betrag Hilfe zum Lebensunterhalt,hdsh2,Numeric,,,,,Betrag Hilfe zum Lebensunterhalt,hdsh2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdsh2,Q42,hdsh2,42,Euro durchschnittlich pro Monat,Euro per month on average,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q43,,43,Wie viel Grundsicherung im Alter oder bei Erwerbsminderung erhalten Sie oder ein anderes Haushaltsmitglied pro Monat?,How much are you or another household member currently receiving per month in basic income support for the elderly / those with reduced earning capacity (Grundsicherung im Alter oder bei Erwerbsminderung)?,,,,txt,Q36:hdgs1=1,,Amount of Basic Income Support,,,,60,840,842,Q43 | HDGS2 | Betrag Grundsicherung im Alter,hdgs2,Numeric,,,,,Betrag Grundsicherung im Alter,hdgs2,H12_IS_W4.sav,,,
soep-is,soep-is-2012-haupt,hdgs2,Q43,hdgs2,43,Euro durchschnittlich pro Monat,Euro per month on average,,,,int,,,,,,,,,,,,,,,,,,,,,,
soep-is,soep-is-2012-haupt,,Q44,,44,Wie viel Wohngeld oder Lastenzuschuss erhalten Sie oder ein anderes Haushaltsmitglied pro Monat?,How much housing allowance (Wohngeld oder Lastenzuschuss) are you or another household member currently receiving per month?,,,,txt,Q36:hdwg1=1,,Amount of Housing Allowance,,,,61,841,843,Q44 | HDWG2 | Betrag Wohngeld,hdwg2,Numeric,,,,,Betrag Wohngeld,hdwg2,H12_IS_W4.sav,,,
