output_study,output_dataset,output_version,output_variable,input_study,input_dataset,input_version,input_variable,,,
soep-is,is_pl,v1,PLH0011,soep-core,bap,v29,bap128,,,
soep-is,is_pl,v1,PLH0011,soep-is,p_11,v1,isppol2,,,
soep-is,is_pl,v1,PLH0012,soep-core,zp,v29,zp12401,,,
soep-is,is_pl,v1,PLH0012,soep-core,bap,v29,bap12901,,,
soep-is,is_pl,v1,PLH0012,soep-is,p_11,v1,isppol3,,,
soep-is,is_pl,v1,PLH0013,soep-core,zp,v29,zp12402,,,
soep-is,is_pl,v1,PLH0013,soep-core,bap,v29,bap12902,,,
soep-is,is_pl,v1,PLJ0014,soep-core,zp,v29,zp137,,,
soep-is,is_pl,v1,PLJ0014,soep-core,bap,v29,bap135,,,
soep-is,is_pl,v1,PLJ0014,soep-is,p_11,v1,ispsta1,,,
soep-is,is_pl,v1,PLJ0022,soep-core,zp,v29,zp13801,,,
soep-is,is_pl,v1,PLJ0022,soep-core,bap,v29,bap13601,,,
soep-is,is_pl,v1,PLJ0023,soep-core,zp,v29,zp13802,,,
soep-is,is_pl,v1,PLJ0023,soep-core,bap,v29,bap13602,,,
soep-is,is_pl,v1,PLJ0025,soep-core,zp,v29,zp140,,,
soep-is,is_pl,v1,PLJ0025,soep-core,bap,v29,bap138,,,
soep-is,is_pl,v1,PLJ0025,soep-is,p_11,v1,ispnatnr,,,
soep-is,is_pl,v1,PLJ0010,soep-core,zp,v29,zp141,,,
soep-is,is_pl,v1,PLJ0010,soep-core,bap,v29,bap134,,,
soep-is,is_pl,v1,PLJ0077,soep-core,zp,v29,zp134,,,
soep-is,is_pl,v1,PLJ0077,soep-core,bap,v29,bap133,,,
soep-is,is_pl,v1,PLJ0048,soep-core,zp,v29,zp142,,,
soep-is,is_pl,v1,PLJ0048,soep-core,bap,v29,bap140,,,
soep-is,is_pl,v1,PLJ0085,soep-core,zp,v29,zp143,,,
soep-is,is_pl,v1,PLJ0085,soep-core,bap,v29,bap145,,,
soep-is,is_pl,v1,PLJ0086,soep-core,zp,v29,zp14401,,,
soep-is,is_pl,v1,PLJ0086,soep-core,bap,v29,bap14601,,,
soep-is,is_pl,v1,PLJ0087,soep-core,zp,v29,zp14402,,,
soep-is,is_pl,v1,PLJ0087,soep-core,bap,v29,bap14602,,,
soep-is,is_pl,v1,PLJ0088,soep-core,zp,v29,zp14403,,,
soep-is,is_pl,v1,PLJ0088,soep-core,bap,v29,bap14603,,,
soep-is,is_pl,v1,PLA0009,soep-core,zp,v29,zp12901,,,
soep-is,is_pl,v1,PLA0009,soep-core,bap,v29,bap15001,,,
soep-is,is_pl,v1,PLA0009,soep-is,p_11,v1,ispsex,,,
soep-is,is_pl,v1,PLE0010,soep-core,zp,v29,zp12902,,,
soep-is,is_pl,v1,PLE0010,soep-core,bap,v29,bap15002,,,
soep-is,is_pl,v1,PLE0010,soep-is,p_11,v1,isppgeb,,,
soep-is,is_pl,v1,PLD0131,soep-core,zp,v29,zp130,,,
soep-is,is_pl,v1,PLD0131,soep-core,bap,v29,bap151,,,
soep-is,is_pl,v1,PLD0131,soep-is,p_11,v1,ispfamst,,,
soep-is,is_pl,v1,PLD0132,soep-core,zp,v29,zp13101,,,
soep-is,is_pl,v1,PLD0132,soep-core,bap,v29,bap15201,,,
soep-is,is_pl,v1,PLD0132,soep-is,p_11,v1,ispp1,,,
soep-is,is_pl,v1,PLD0133,soep-core,zp,v29,zp13102,,,
soep-is,is_pl,v1,PLD0133,soep-core,bap,v29,bap15202,,,
soep-is,is_pl,v1,PLD0133,soep-is,p_11,v1,ispp2,,,
soep-is,is_pl,v1,PLK0001,soep-core,zp,v29,zp13103,,,
soep-is,is_pl,v1,PLK0001,soep-core,bap,v29,bap15203,,,
soep-is,is_pl,v1,PLD0134,soep-core,zp,v29,zp15601,,,
soep-is,is_pl,v1,PLD0134,soep-core,bap,v29,bap15901,,,
soep-is,is_pl,v1,PLD0134,soep-is,p_11,v1,ispfs011,,,
soep-is,is_pl,v1,PLD0136,soep-core,zp,v29,zp15602,,,
soep-is,is_pl,v1,PLD0136,soep-core,bap,v29,bap15903,,,
soep-is,is_pl,v1,PLD0136,soep-is,p_11,v1,ispfs012,,,
soep-is,is_pl,v1,PLD0135,soep-core,zp,v29,zp15603,,,
soep-is,is_pl,v1,PLD0135,soep-core,bap,v29,bap15902,,,
soep-is,is_pl,v1,PLD0135,soep-is,p_11,v1,ispfs013,,,
soep-is,is_pl,v1,PLD0137,soep-core,zp,v29,zp15604,,,
soep-is,is_pl,v1,PLD0137,soep-core,bap,v29,bap15904,,,
soep-is,is_pl,v1,PLD0137,soep-is,p_11,v1,ispfs021,,,
soep-is,is_pl,v1,PLD0139,soep-core,zp,v29,zp15605,,,
soep-is,is_pl,v1,PLD0139,soep-core,bap,v29,bap15906,,,
soep-is,is_pl,v1,PLD0139,soep-is,p_11,v1,ispfs022,,,
soep-is,is_pl,v1,PLD0138,soep-core,zp,v29,zp15606,,,
soep-is,is_pl,v1,PLD0138,soep-core,bap,v29,bap15905,,,
soep-is,is_pl,v1,PLD0138,soep-is,p_11,v1,ispfs023,,,
soep-is,is_pl,v1,PLD0140,soep-core,zp,v29,zp15619,,,
soep-is,is_pl,v1,PLD0140,soep-core,bap,v29,bap15919,,,
soep-is,is_pl,v1,PLD0140,soep-is,p_11,v1,ispfs061,,,
soep-is,is_pl,v1,PLD0142,soep-core,zp,v29,zp15620,,,
soep-is,is_pl,v1,PLD0142,soep-core,bap,v29,bap15921,,,
soep-is,is_pl,v1,PLD0142,soep-is,p_11,v1,ispfs062,,,
soep-is,is_pl,v1,PLD0141,soep-core,zp,v29,zp15621,,,
soep-is,is_pl,v1,PLD0141,soep-core,bap,v29,bap15920,,,
soep-is,is_pl,v1,PLD0141,soep-is,p_11,v1,ispfs063,,,
soep-is,is_pl,v1,PLD0143,soep-core,zp,v29,zp15616,,,
soep-is,is_pl,v1,PLD0143,soep-core,bap,v29,bap15916,,,
soep-is,is_pl,v1,PLD0143,soep-is,p_11,v1,ispfs051,,,
soep-is,is_pl,v1,PLD0145,soep-core,zp,v29,zp15617,,,
soep-is,is_pl,v1,PLD0145,soep-core,bap,v29,bap15918,,,
soep-is,is_pl,v1,PLD0145,soep-is,p_11,v1,ispfs052,,,
soep-is,is_pl,v1,PLD0144,soep-core,zp,v29,zp15618,,,
soep-is,is_pl,v1,PLD0144,soep-core,bap,v29,bap15917,,,
soep-is,is_pl,v1,PLD0144,soep-is,p_11,v1,ispfs053,,,
soep-is,is_pl,v1,PLD0146,soep-core,zp,v29,zp15622,,,
soep-is,is_pl,v1,PLD0146,soep-core,bap,v29,bap15922,,,
soep-is,is_pl,v1,PLD0146,soep-is,p_11,v1,ispfs071,,,
soep-is,is_pl,v1,PLD0148,soep-core,zp,v29,zp15623,,,
soep-is,is_pl,v1,PLD0148,soep-core,bap,v29,bap15924,,,
soep-is,is_pl,v1,PLD0148,soep-is,p_11,v1,ispfs072,,,
soep-is,is_pl,v1,PLD0147,soep-core,zp,v29,zp15624,,,
soep-is,is_pl,v1,PLD0147,soep-core,bap,v29,bap15923,,,
soep-is,is_pl,v1,PLD0147,soep-is,p_11,v1,ispfs073,,,
soep-is,is_pl,v1,PLD0149,soep-core,zp,v29,zp15613,,,
soep-is,is_pl,v1,PLD0149,soep-core,bap,v29,bap15913,,,
soep-is,is_pl,v1,PLD0149,soep-is,p_11,v1,ispfs041,,,
soep-is,is_pl,v1,PLD0151,soep-core,zp,v29,zp15614,,,
soep-is,is_pl,v1,PLD0151,soep-core,bap,v29,bap15915,,,
soep-is,is_pl,v1,PLD0151,soep-is,p_11,v1,ispfs042,,,
soep-is,is_pl,v1,PLD0150,soep-core,zp,v29,zp15615,,,
soep-is,is_pl,v1,PLD0150,soep-core,bap,v29,bap15914,,,
soep-is,is_pl,v1,PLD0150,soep-is,p_11,v1,ispfs043,,,
soep-is,is_pl,v1,PLD0152,soep-core,zp,v29,zp15607,,,
soep-is,is_pl,v1,PLD0152,soep-core,bap,v29,bap15907,,,
soep-is,is_pl,v1,PLD0152,soep-is,p_11,v1,ispfs031,,,
soep-is,is_pl,v1,PLD0154,soep-core,zp,v29,zp15608,,,
soep-is,is_pl,v1,PLD0154,soep-core,bap,v29,bap15909,,,
soep-is,is_pl,v1,PLD0154,soep-is,p_11,v1,ispfs032,,,
soep-is,is_pl,v1,PLD0153,soep-core,zp,v29,zp15609,,,
soep-is,is_pl,v1,PLD0153,soep-core,bap,v29,bap15908,,,
soep-is,is_pl,v1,PLD0153,soep-is,p_11,v1,ispfs033,,,
soep-is,is_pl,v1,PLD0155,soep-core,bap,v29,bap15937,,,
soep-is,is_pl,v1,PLD0155,soep-is,p_11,v1,ispfs101,,,
soep-is,is_pl,v1,PLD0158,soep-core,bap,v29,bap15939,,,
soep-is,is_pl,v1,PLD0158,soep-is,p_11,v1,ispfs102,,,
soep-is,is_pl,v1,PLD0156,soep-core,bap,v29,bap15938,,,
soep-is,is_pl,v1,PLD0156,soep-is,p_11,v1,ispfs103,,,
soep-is,is_pl,v1,PLD0159,soep-core,zp,v29,zp15637,,,
soep-is,is_pl,v1,PLD0159,soep-core,bap,v29,bap15940,,,
soep-is,is_pl,v1,PLD0159,soep-is,p_11,v1,ispfsno,,,
soep-is,is_pl,v1,PLJ0131,soep-core,zp,v29,zp15401,,,
soep-is,is_pl,v1,PLJ0131,soep-core,bap,v29,bap15501,,,
soep-is,is_pl,v1,PLJ0132,soep-core,zp,v29,zp15402,,,
soep-is,is_pl,v1,PLJ0132,soep-core,bap,v29,bap15502,,,
soep-is,is_pl,v1,PLJ0134,soep-core,zp,v29,zp15403,,,
soep-is,is_pl,v1,PLJ0134,soep-core,bap,v29,bap15503,,,
soep-is,is_pl,v1,PLJ0133,soep-core,zp,v29,zp15404,,,
soep-is,is_pl,v1,PLJ0133,soep-core,bap,v29,bap15504,,,
soep-is,is_pl,v1,PLJ0135,soep-core,zp,v29,zp15405,,,
soep-is,is_pl,v1,PLJ0135,soep-core,bap,v29,bap15505,,,
soep-is,is_pl,v1,PLJ0136,soep-core,zp,v29,zp15406,,,
soep-is,is_pl,v1,PLJ0136,soep-core,bap,v29,bap15506,,,
soep-is,is_pl,v1,PLJ0137,soep-core,zp,v29,zp15407,,,
soep-is,is_pl,v1,PLJ0137,soep-core,bap,v29,bap15507,,,
soep-is,is_pl,v1,PLJ0138,soep-core,zp,v29,zp15408,,,
soep-is,is_pl,v1,PLJ0138,soep-core,bap,v29,bap15508,,,
soep-is,is_pl,v1,PLJ0139,soep-core,zp,v29,zp15409,,,
soep-is,is_pl,v1,PLJ0139,soep-core,bap,v29,bap15509,,,
soep-is,is_pl,v1,PLJ0140,soep-core,zp,v29,zp15410,,,
soep-is,is_pl,v1,PLJ0140,soep-core,bap,v29,bap15510,,,
soep-is,is_pl,v1,PLJ0142,soep-core,zp,v29,zp15411,,,
soep-is,is_pl,v1,PLJ0142,soep-core,bap,v29,bap15511,,,
soep-is,is_pl,v1,PLJ0141,soep-core,zp,v29,zp15412,,,
soep-is,is_pl,v1,PLJ0141,soep-core,bap,v29,bap15512,,,
soep-is,is_pl,v1,PLJ0143,soep-core,zp,v29,zp15413,,,
soep-is,is_pl,v1,PLJ0143,soep-core,bap,v29,bap15513,,,
soep-is,is_pl,v1,PLJ0144,soep-core,zp,v29,zp15414,,,
soep-is,is_pl,v1,PLJ0144,soep-core,bap,v29,bap15514,,,
soep-is,is_pl,v1,PLJ0145,soep-core,zp,v29,zp15415,,,
soep-is,is_pl,v1,PLJ0145,soep-core,bap,v29,bap15515,,,
soep-is,is_pl,v1,PLJ0146,soep-core,zp,v29,zp15416,,,
soep-is,is_pl,v1,PLJ0146,soep-core,bap,v29,bap15516,,,
soep-is,is_pl,v1,PLJ0147,soep-core,zp,v29,zp15417,,,
soep-is,is_pl,v1,PLJ0147,soep-core,bap,v29,bap15517,,,
soep-is,is_pl,v1,PLJ0148,soep-core,zp,v29,zp15418,,,
soep-is,is_pl,v1,PLJ0148,soep-core,bap,v29,bap15518,,,
soep-is,is_pl,v1,PLJ0149,soep-core,zp,v29,zp15419,,,
soep-is,is_pl,v1,PLJ0149,soep-core,bap,v29,bap15519,,,
soep-is,is_pl,v1,PLJ0150,soep-core,zp,v29,zp15420,,,
soep-is,is_pl,v1,PLJ0150,soep-core,bap,v29,bap15520,,,
soep-is,is_pl,v1,PLJ0151,soep-core,zp,v29,zp15421,,,
soep-is,is_pl,v1,PLJ0151,soep-core,bap,v29,bap15521,,,
soep-is,is_pl,v1,PLH0182,soep-core,zp,v29,zp15701,,,
soep-is,is_pl,v1,PLH0182,soep-core,bap,v29,bap160,,,
soep-is,is_pl,v1,PLH0182,soep-is,p_11,v1,ispzule1,,,
soep-is,is_pl,v1,PLH0183,soep-core,zp,v29,zp15702,,,
soep-is,is_pl,v1,PLH0183,soep-is,p_11,v1,ispzule2,,,
soep-is,is_pl,v1,PLH0169,soep-core,zp,v29,zp158,,,
soep-is,is_pl,v1,PLH0263,soep-is,p_11,v1,isporg1,,,
soep-is,is_pl,v1,PLH0264,soep-is,p_11,v1,isporg2,,,
soep-is,is_pl,v1,PLH0266,soep-is,p_11,v1,isporg4,,,
soep-is,is_pl,v1,PLB0418,soep-core,zp,v29,zp11,,,
soep-is,is_pl,v1,PLB0418,soep-core,bap,v29,bap11,,,
soep-is,is_pl,v1,PLH0032,soep-core,zp,v29,zp12801,,,
soep-is,is_pl,v1,PLH0032,soep-core,bap,v29,bap13001,,,
soep-is,is_pl,v1,PLJ0021,soep-core,bap,v29,bap139,,,
soep-is,is_pl,v1,PLJ0082,soep-core,bap,v29,bap144,,,
soep-is,is_pl,v1,PLJ0070,soep-core,bap,v29,bap141,,,
soep-is,is_pl,v1,PLJ0106,soep-core,bap,v29,bap147,,,
soep-is,is_pl,v1,PLJ0107,soep-core,bap,v29,bap148,,,
soep-is,is_pl,v1,PLJ0083,soep-core,bap,v29,bap149,,,
soep-is,is_pl,v1,PLI0092,soep-core,zp,v29,zp0303,,,
soep-is,is_pl,v1,PLI0092,soep-is,p_11,v1,ispfz3,,,
soep-is,is_pl,v1,PLD0023,soep-is,p_11,v1,isp03v,,,
soep-is,is_pl,v1,PLJ0118,soep-is,p_11,v1,isp03vb,,,
soep-is,is_pl,v1,PLD0024,soep-is,p_11,v1,isp04v,,,
soep-is,is_pl,v1,PLJ0119,soep-is,p_11,v1,isp04vb,,,
soep-is,is_pl,v1,PLD0022,soep-is,p_11,v1,isp02v,,,
soep-is,is_pl,v1,PLJ0117,soep-is,p_11,v1,isp02vb,,,
soep-is,is_pl,v1,PLD0020,soep-is,p_11,v1,isp01v,,,
soep-is,is_pl,v1,PLD0021,soep-is,p_11,v1,isp01vb,,,
soep-is,is_pl,v1,PLD0027,soep-is,p_11,v1,isp08v,,,
soep-is,is_pl,v1,PLD0028,soep-is,p_11,v1,isp08va,,,
soep-is,is_pl,v1,PLJ0123,soep-is,p_11,v1,isp08vb,,,
soep-is,is_pl,v1,PLD0025,soep-is,p_11,v1,isp07v,,,
soep-is,is_pl,v1,PLD0026,soep-is,p_11,v1,isp07va,,,
soep-is,is_pl,v1,PLJ0122,soep-is,p_11,v1,isp07vb,,,
soep-is,is_pl,v1,PLD0031,soep-is,p_11,v1,isp10v,,,
soep-is,is_pl,v1,PLD0032,soep-is,p_11,v1,isp10va,,,
soep-is,is_pl,v1,PLJ0125,soep-is,p_11,v1,isp10vb,,,
soep-is,is_pl,v1,PLD0029,soep-is,p_11,v1,isp09v,,,
soep-is,is_pl,v1,PLD0030,soep-is,p_11,v1,isp09va,,,
soep-is,is_pl,v1,PLJ0124,soep-is,p_11,v1,isp09vb,,,
soep-is,is_pl,v1,PLD0033,soep-is,p_11,v1,isp13v,,,
soep-is,is_pl,v1,PLD0034,soep-is,p_11,v1,isp13va,,,
soep-is,is_pl,v1,PLJ0127,soep-is,p_11,v1,isp13vb,,,
soep-is,is_pl,v1,PLD0035,soep-is,p_11,v1,isp16v,,,
soep-is,is_pl,v1,PLD0036,soep-is,p_11,v1,isp16va,,,
soep-is,is_pl,v1,PLJ0130,soep-is,p_11,v1,isp16vb,,,
soep-is,is_pl,v1,PLB0284,soep-core,zp,v29,zp2401,,,
soep-is,is_pl,v1,PLB0284,soep-core,bap,v29,bap21,,,
soep-is,is_pl,v1,PLB0284,soep-is,p_11,v1,ispwexl4,,,
soep-is,is_pl,v1,PLG0037,soep-core,zp,v29,zpa202,,,
soep-is,is_pl,v1,PLG0066,soep-core,zp,v29,zpa401,,,
soep-is,is_pl,v1,PLG0067,soep-core,zp,v29,zpa402,,,
soep-is,is_pl,v1,PLG0068,soep-core,zp,v29,zpa403,,,
soep-is,is_pl,v1,PLG0038,soep-core,zp,v29,zpa404,,,
soep-is,is_pl,v1,PLG0039,soep-core,zp,v29,zpa405,,,
soep-is,is_pl,v1,PLG0040,soep-core,zp,v29,zpa406,,,
soep-is,is_pl,v1,PLG0069,soep-core,zp,v29,zpa407,,,
soep-is,is_pl,v1,PLG0070,soep-core,zp,v29,zpa408,,,
soep-is,is_pl,v1,PLG0071,soep-core,zp,v29,zpa409,,,
soep-is,is_pl,v1,PLG0036,soep-core,zp,v29,zpa203,,,
soep-is,is_pl,v1,PLE0036,soep-core,zp,v29,zp103,,,
soep-is,is_pl,v1,PLE0036,soep-core,bap,v29,bap91,,,
soep-is,is_pl,v1,PLH0265,soep-is,p_11,v1,isporg3,,,
soep-is,is_pl,v1,PLC0173,soep-core,zp,v29,zp91n02,,,
soep-is,is_pl,v1,PLC0174,soep-core,zp,v29,zp91n03,,,
soep-is,is_pl,v1,PLC0172,soep-core,zp,v29,zp91n01,,,
soep-is,is_pl,v1,PLB0198,soep-core,zp,v29,zp7103,,,
soep-is,is_pl,v1,PLB0198,soep-core,bap,v29,bap60,,,
soep-is,is_pl,v1,PLB0187,soep-core,zp,v29,zp63,,,
soep-is,is_pl,v1,PLB0187,soep-core,bap,v29,bap52,,,
soep-is,is_pl,v1,PLB0187,soep-is,p_11,v1,ispaz11,,,
soep-is,is_pl,v1,PLB0282,soep-core,zp,v29,zp84,,,
soep-is,is_pl,v1,PLB0282,soep-core,bap,v29,bap75,,,
soep-is,is_pl,v1,PLC0201,soep-core,zp,v29,zp7919,,,
soep-is,is_pl,v1,PLC0200,soep-core,zp,v29,zp7918,,,
soep-is,is_pl,v1,PLB0041,soep-core,zp,v29,zp39,,,
soep-is,is_pl,v1,PLB0041,soep-core,bap,v29,bap35,,,
soep-is,is_pl,v1,PLB0041,soep-is,p_11,v1,ispzaf,,,
soep-is,is_pl,v1,PLB0066,soep-core,zp,v29,zp4206,,,
soep-is,is_pl,v1,PLB0066,soep-core,bap,v29,bap3806,,,
soep-is,is_pl,v1,PLB0066,soep-is,p_11,v1,ispberka,,,
soep-is,is_pl,v1,PLC0117,soep-core,zp,v29,zp91p01,,,
soep-is,is_pl,v1,PLC0117,soep-core,bap,v29,bap82p01,,,
soep-is,is_pl,v1,PLJ0079,soep-core,bap,v29,bap142,,,
soep-is,is_pl,v1,PLJ0080,soep-core,bap,v29,bap143,,,
soep-is,is_pl,v1,PLI0046,soep-core,zp,v29,zp0205,,,
soep-is,is_pl,v1,PLI0046,soep-core,bap,v29,bap0305,,,
soep-is,is_pl,v1,PLI0055,soep-core,zp,v29,zp0214,,,
soep-is,is_pl,v1,PLI0057,soep-core,zp,v29,zp0223,,,
soep-is,is_pl,v1,PLI0093,soep-core,zp,v29,zp0304,,,
soep-is,is_pl,v1,PLI0093,soep-is,p_11,v1,ispfz4,,,
soep-is,is_pl,v1,PLB0103,soep-core,zp,v29,zp6501,,,
soep-is,is_pl,v1,PLB0103,soep-core,bap,v29,bap5401,,,
soep-is,is_pl,v1,PLB0460,soep-core,zp,v29,zp6502,,,
soep-is,is_pl,v1,PLB0460,soep-core,bap,v29,bap5402,,,
soep-is,is_pl,v1,PLB0188,soep-core,zp,v29,zp64,,,
soep-is,is_pl,v1,PLB0188,soep-core,bap,v29,bap53,,,
soep-is,is_pl,v1,PLB0188,soep-is,p_11,v1,ispaz12,,,
soep-is,is_pl,v1,PLB0194,soep-core,zp,v29,zp6901,,,
soep-is,is_pl,v1,PLB0194,soep-core,bap,v29,bap5801,,,
soep-is,is_pl,v1,PLB0220,soep-core,zp,v29,zp6902,,,
soep-is,is_pl,v1,PLB0220,soep-core,bap,v29,bap5802,,,
soep-is,is_pl,v1,PLB0026,soep-core,zp,v29,zp9010,,,
soep-is,is_pl,v1,PLB0026,soep-core,bap,v29,bap8111,,,
soep-is,is_pl,v1,PLE0026,soep-core,bap,v29,bap9001,,,
soep-is,is_pl,v1,PLE0027,soep-core,bap,v29,bap9002,,,
soep-is,is_pl,v1,PLE0028,soep-core,bap,v29,bap9003,,,
soep-is,is_pl,v1,PLE0029,soep-core,bap,v29,bap9004,,,
soep-is,is_pl,v1,PLE0030,soep-core,bap,v29,bap9005,,,
soep-is,is_pl,v1,PLE0031,soep-core,bap,v29,bap9006,,,
soep-is,is_pl,v1,PLE0032,soep-core,bap,v29,bap9007,,,
soep-is,is_pl,v1,PLE0033,soep-core,bap,v29,bap9008,,,
soep-is,is_pl,v1,PLE0034,soep-core,bap,v29,bap9009,,,
soep-is,is_pl,v1,PLE0035,soep-core,bap,v29,bap9010,,,
soep-is,is_pl,v1,PLE0006,soep-core,bap,v29,bap96,,,
soep-is,is_pl,v1,PLE0007,soep-core,bap,v29,bap97,,,
soep-is,is_pl,v1,PLE0004,soep-core,bap,v29,bap88,,,
soep-is,is_pl,v1,PLE0004,soep-is,p_11,v1,ispges02,,,
soep-is,is_pl,v1,PLE0005,soep-core,bap,v29,bap89,,,
soep-is,is_pl,v1,PLJ0024,soep-core,zp,v29,zp139,,,
soep-is,is_pl,v1,PLJ0024,soep-core,bap,v29,bap137,,,
soep-is,is_pl,v1,PLE0081,soep-core,bap,v29,bap9501,,,
soep-is,is_pl,v1,PLE0086,soep-core,bap,v29,bap9502,,,
soep-is,is_pl,v1,PLE0087,soep-core,bap,v29,bap9503,,,
soep-is,is_pl,v1,PLE0088,soep-core,bap,v29,bap9504,,,
soep-is,is_pl,v1,PLD0160,soep-core,zp,v29,zp15625,,,
soep-is,is_pl,v1,PLD0160,soep-core,bap,v29,bap15925,,,
soep-is,is_pl,v1,PLD0160,soep-is,p_11,v1,ispfs081,,,
soep-is,is_pl,v1,PLD0162,soep-core,zp,v29,zp15626,,,
soep-is,is_pl,v1,PLD0162,soep-core,bap,v29,bap15927,,,
soep-is,is_pl,v1,PLD0162,soep-is,p_11,v1,ispfs082,,,
soep-is,is_pl,v1,PLD0161,soep-core,zp,v29,zp15627,,,
soep-is,is_pl,v1,PLD0161,soep-core,bap,v29,bap15926,,,
soep-is,is_pl,v1,PLD0161,soep-is,p_11,v1,ispfs083,,,
soep-is,is_pl,v1,PLD0163,soep-core,zp,v29,zp15628,,,
soep-is,is_pl,v1,PLD0163,soep-core,bap,v29,bap15928,,,
soep-is,is_pl,v1,PLD0163,soep-is,p_11,v1,ispfs091,,,
soep-is,is_pl,v1,PLD0165,soep-core,zp,v29,zp15629,,,
soep-is,is_pl,v1,PLD0165,soep-core,bap,v29,bap15930,,,
soep-is,is_pl,v1,PLD0165,soep-is,p_11,v1,ispfs092,,,
soep-is,is_pl,v1,PLD0164,soep-core,zp,v29,zp15630,,,
soep-is,is_pl,v1,PLD0164,soep-core,bap,v29,bap15929,,,
soep-is,is_pl,v1,PLD0164,soep-is,p_11,v1,ispfs093,,,
soep-is,is_pl,v1,PLB0079,soep-core,zp,v29,zp3204,,,
soep-is,is_pl,v1,PLB0079,soep-core,bap,v29,bap3004,,,
soep-is,is_pl,v1,PLB0425,soep-core,zp,v29,zp1801,,,
soep-is,is_pl,v1,PLB0425,soep-core,bap,v29,bap1801,,,
soep-is,is_pl,v1,PLB0283,soep-core,zp,v29,zp1802,,,
soep-is,is_pl,v1,PLB0283,soep-core,bap,v29,bap1802,,,
soep-is,is_pl,v1,PLB0297,soep-core,zp,v29,zp2801,,,
soep-is,is_pl,v1,PLB0297,soep-core,bap,v29,bap2601,,,
soep-is,is_pl,v1,PLB0430,soep-core,zp,v29,zp2802,,,
soep-is,is_pl,v1,PLB0430,soep-core,bap,v29,bap2602,,,
soep-is,is_pl,v1,PLC0242,soep-core,zp,v29,zp9409,,,
soep-is,is_pl,v1,PLC0242,soep-core,bap,v29,bap8609,,,
soep-is,is_pl,v1,PLC0285,soep-core,zp,v29,zp9410,,,
soep-is,is_pl,v1,PLC0285,soep-core,bap,v29,bap8610,,,
soep-is,is_pl,v1,PLC0251,soep-core,zp,v29,zp9419,,,
soep-is,is_pl,v1,PLC0251,soep-core,bap,v29,bap8619,,,
soep-is,is_pl,v1,PLC0290,soep-core,zp,v29,zp9420,,,
soep-is,is_pl,v1,PLC0290,soep-core,bap,v29,bap8620,,,
soep-is,is_pl,v1,PLG0030,soep-core,zp,v29,zp0806,,,
soep-is,is_pl,v1,PLG0030,soep-core,bap,v29,bap0806,,,
soep-is,is_pl,v1,PLG0083,soep-core,zp,v29,zp8307,,,
soep-is,is_pl,v1,PLG0083,soep-core,bap,v29,bap7407,,,
soep-is,is_pl,v1,PLI0052,soep-core,zp,v29,zp0209,,,
soep-is,is_pl,v1,PLI0052,soep-core,bap,v29,bap0309,,,
soep-is,is_pl,v1,PLI0056,soep-core,zp,v29,zp0218,,,
soep-is,is_pl,v1,PLI0058,soep-core,zp,v29,zp0227,,,
soep-is,is_pl,v1,PLD0047,soep-is,p_11,v1,ispbez06,,,
soep-is,is_pl,v1,PLB0034,soep-core,zp,v29,zp2303,,,
soep-is,is_pl,v1,PLB0034,soep-core,bap,v29,bap2003,,,
soep-is,is_pl,v1,PLB0300,soep-core,zp,v29,zp8503,,,
soep-is,is_pl,v1,PLB0300,soep-core,bap,v29,bap76,,,
soep-is,is_pl,v1,PLC0063,soep-core,zp,v29,zp78,,,
soep-is,is_pl,v1,PLC0063,soep-core,bap,v29,bap69,,,
soep-is,is_pl,v1,PLC0063,soep-is,p_11,v1,ispjob15,,,
soep-is,is_pl,v1,PLC0313,soep-core,bap,v29,bap119,,,
soep-is,is_pl,v1,PLE0095,soep-core,bap,v29,bap93,,,
soep-is,is_pl,v1,PLG0075,soep-core,zp,v29,zp8004,,,
soep-is,is_pl,v1,PLG0075,soep-core,bap,v29,bap7104,,,
soep-is,is_pl,v1,PLC0010,soep-core,bap,v29,bap153,,,
soep-is,is_pl,v1,PLB0211,soep-core,zp,v29,zp56,,,
soep-is,is_pl,v1,PLH0267,soep-is,p_11,v1,isporg5,,,
soep-is,is_pl,v1,PLH0197,soep-core,zp,v29,zp11801,,,
soep-is,is_pl,v1,PLH0198,soep-core,zp,v29,zp11802,,,
soep-is,is_pl,v1,PLH0199,soep-core,zp,v29,zp11803,,,
soep-is,is_pl,v1,PLH0200,soep-core,zp,v29,zp11804,,,
soep-is,is_pl,v1,PLH0201,soep-core,zp,v29,zp11805,,,
soep-is,is_pl,v1,PLH0202,soep-core,zp,v29,zp11806,,,
soep-is,is_pl,v1,PLH0203,soep-core,zp,v29,zp119,,,
soep-is,is_pl,v1,PLG0077,soep-core,zp,v29,zp82,,,
soep-is,is_pl,v1,PLG0077,soep-core,bap,v29,bap73,,,
soep-is,is_pl,v1,PLB0296,soep-core,zp,v29,zp2402,,,
soep-is,is_pl,v1,PLB0296,soep-core,bap,v29,bap22,,,
soep-is,is_pl,v1,PLB0216,soep-core,zp,v29,zp5901,,,
soep-is,is_pl,v1,PLB0216,soep-is,p_11,v1,ispaz15,,,
soep-is,is_pl,v1,PLB0217,soep-core,zp,v29,zp5902,,,
soep-is,is_pl,v1,PLB0217,soep-is,p_11,v1,ispaz16,,,
